experiment,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high,N,F1_chance
viewed touch,Control,,calming,Specificity,0.9662921348314607,-4.72620384419864e-4,0.01922477580825907,0.9230769230769231,1,126,0.2857142857142857
viewed touch,Control,,calming,F1,0.6206896551724138,-0.004801630321983996,0.0731631869723167,0.46430681484286174,0.7499234787023931,126,0.2857142857142857
viewed touch,Control,,sadness,Recall,0.23809523809523808,-7.817970158325582e-4,0.0917895531521792,0.06260585446168968,0.42857142857142855,126,0.2857142857142857
viewed touch,Control,,sadness,Precision,0.7142857142857143,-0.0057482977806507796,0.18919087362315837,0.2857142857142857,1,126,0.2857142857142857
viewed touch,Control,,sadness,Specificity,0.865546218487395,-7.825824027666295e-4,0.030083582403973283,0.8048832999319565,0.9237122522354593,126,0.2857142857142857
viewed touch,Control,,sadness,F1,0.35714285714285715,-0.009603989373015986,0.11546339866634574,0.10541172556026622,0.5714285714285714,126,0.2857142857142857
viewed touch,Control,,gratitude,Recall,0.09523809523809523,-0.0023742312113960995,0.0658085482212939,0,0.25,126,0.2857142857142857
viewed touch,Control,,gratitude,Precision,0.2857142857142857,-0.011605487078281185,0.17789220395446212,0,0.6666666666666666,126,0.2857142857142857
viewed touch,Control,,gratitude,Specificity,0.8403361344537815,1.1821697029956724e-5,0.03582333465095235,0.7666666666666667,0.9067796610169492,126,0.2857142857142857
viewed touch,Control,,gratitude,F1,0.14285714285714285,-0.008549412638023196,0.0889115964267951,0,0.3333333333333333,126,0.2857142857142857
viewed touch,ASD,,attention,Recall,0.9375,-0.0016483578554203904,0.06447712329406667,0.7777777777777778,1,96,0.2857142857142857
viewed touch,ASD,,attention,Precision,0.5555555555555556,-0.005184744163666544,0.0999547809880001,0.35714285714285715,0.7390722996091407,96,0.2857142857142857
viewed touch,ASD,,attention,Specificity,0.9855072463768116,-1.6011361127610257e-4,0.01479649658637659,0.952399854963397,1,96,0.2857142857142857
viewed touch,ASD,,attention,F1,0.6976744186046512,-0.01003448724710121,0.08584986326267903,0.5002954078000642,0.8332300606877825,96,0.2857142857142857
viewed touch,ASD,,love,Recall,0.875,-0.002454549661911387,0.08324111090639105,0.6923076923076923,1,96,0.2857142857142857
viewed touch,ASD,,love,Precision,1,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,love,Specificity,0.975609756097561,-4.8011515883628064e-4,0.016795972588185454,0.9367289597079158,1,96,0.2857142857142857
viewed touch,ASD,,love,F1,0.9333333333333333,-0.0035750814870404435,0.04913404005802126,0.8181818181818181,1,96,0.2857142857142857
viewed touch,ASD,,happiness,Recall,0.625,0.008940509515212747,0.1256078786353473,0.4,0.8823529411764706,96,0.2857142857142857
viewed touch,ASD,,happiness,Precision,1,-0.0010000000000000009,0.03162277660168379,1,1,96,0.2857142857142857
viewed touch,ASD,,happiness,Specificity,0.9302325581395349,0.0013267331329352983,0.027781690393574258,0.8721303736673163,0.9777714344392495,96,0.2857142857142857
viewed touch,ASD,,happiness,F1,0.7692307692307693,-7.344910098339152e-4,0.09820617957811376,0.5714285714285715,0.9375,96,0.2857142857142857
viewed touch,ASD,,calming,Recall,0.9375,0.0026315574789672613,0.06116221995215111,0.8,1,96,0.2857142857142857
viewed touch,ASD,,calming,Precision,0.5172413793103449,-0.002750491103854724,0.09465161450513715,0.3333333333333333,0.6998895431704109,96,0.2857142857142857
viewed touch,ASD,,calming,Specificity,0.9850746268656716,6.810553814720066e-4,0.014414345515544958,0.952399854963397,1,96,0.2857142857142857
viewed touch,ASD,,calming,F1,0.6666666666666667,-0.006868841797778025,0.084133134999704845,0.4864864864864865,0.8094980698370766,96,0.2857142857142857
viewed touch,ASD,,sadness,Recall,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,sadness,Precision,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,sadness,Specificity,0.8297872340425532,-0.0017530729716059845,0.03793329220515286,0.7527550121972691,0.9032258064516129,96,0.2857142857142857
viewed touch,ASD,,sadness,F1,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,gratitude,Recall,0.0625,-0.0018819661619192962,0.06054892500528019,0,0.2,96,0.2857142857142857
viewed touch,ASD,,gratitude,Precision,0.16666666666666666,4.6032301032300493e-4,0.1710224055950414,0,0.5710253163364208,96,0.2857142857142857
viewed touch,ASD,,gratitude,Specificity,0.8333333333333334,-1.204701991995849e-4,0.04022511175874715,0.75,0.9090909090909091,96,0.2857142857142857
viewed touch,ASD,,gratitude,F1,0.09090909090909091,-0.005592120034918033,0.08226102863768954,0,0.26651939089388127,96,0.2857142857142857
