experiment,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high,N,F1_chance
felt touch,ASD,,attention,Recall,1,0,0,NA,NA,96,0.2857142857142857
felt touch,ASD,,attention,Precision,0.5333333333333333,7.383136990724015e-5,0.09593722123745262,0.3333333333333333,0.7240892623164646,96,0.2857142857142857
felt touch,ASD,,attention,Specificity,1,0,0,NA,NA,96,0.2857142857142857
felt touch,ASD,,attention,F1,0.6956521739130436,-0.005114004056983812,0.083195791059953,0.5,0.8399672192634768,96,0.2857142857142857
felt touch,ASD,,love,Recall,0.625,-0.0012550328288543078,0.12208654627968868,0.375,0.8666666666666667,96,0.2857142857142857
felt touch,ASD,,love,Precision,0.5263157894736842,0.010082078744613865,0.11547056502625273,0.3125,0.7647058823529411,96,0.2857142857142857
felt touch,ASD,,love,Specificity,0.922077922077922,-0.0016436630610932035,0.029580140727669214,0.8625,0.9746835443037974,96,0.2857142857142857
felt touch,ASD,,love,F1,0.5714285714285714,-0.0017454072187612635,0.10060500147326565,0.35714285714285715,0.7567567567567567,96,0.2857142857142857
felt touch,ASD,,happiness,Recall,0.375,-0.006178301037148948,0.1257130885070181,0.13333333333333333,0.6363636363636364,96,0.2857142857142857
felt touch,ASD,,happiness,Precision,0.75,-0.004951841459194362,0.1635124586236416,0.4,1,96,0.2857142857142857
felt touch,ASD,,happiness,Specificity,0.8863636363636364,-0.0010821328591497092,0.03503668334379038,0.8089887640449438,0.9522393841039207,96,0.2857142857142857
felt touch,ASD,,happiness,F1,0.5,-0.018408691583774117,0.1303009310422879,0.2001752073848657,0.7221657665093212,96,0.2857142857142857
felt touch,ASD,,calming,Recall,0.625,0.0010459493466113967,0.12729548023287207,0.36363636363636365,0.875,96,0.2857142857142857
felt touch,ASD,,calming,Precision,0.45454545454545453,-0.005526233854051543,0.10607927764859225,0.25,0.6666666666666666,96,0.2857142857142857
felt touch,ASD,,calming,Specificity,0.918918918918919,8.570028525065609e-4,0.03263366469053944,0.851391740971074,0.975,96,0.2857142857142857
felt touch,ASD,,calming,F1,0.5263157894736842,-0.009876941201405587,0.10104607448852182,0.3001954236215809,0.7026340403491744,96,0.2857142857142857
felt touch,ASD,,sadness,Recall,0.1875,-9.604464718860894e-4,0.09855708670933211,0,0.3997790863408219,96,0.2857142857142857
felt touch,ASD,,sadness,Precision,1,-0.039000000000000035,0.19369180807797864,0,1,96,0.2857142857142857
felt touch,ASD,,sadness,Specificity,0.8602150537634409,-6.345959288248659e-4,0.035318999557707446,0.7849462365591398,0.925531914893617,96,0.2857142857142857
felt touch,ASD,,sadness,F1,0.3157894736842105,-0.012845721029077328,0.13913849950455973,0,0.5712017404392369,96,0.2857142857142857
felt touch,ASD,,gratitude,Recall,0.125,0.0019611605618921613,0.08768755123271839,0,0.3333333333333333,96,0.2857142857142857
felt touch,ASD,,gratitude,Precision,0.3333333333333333,-0.002885361860361868,0.2101283287461658,0,0.75,96,0.2857142857142857
felt touch,ASD,,gratitude,Specificity,0.8444444444444444,0.001696119209241509,0.03853906803503106,0.7634562070018156,0.9222222222222223,96,0.2857142857142857
felt touch,ASD,,gratitude,F1,0.18181818181818182,-0.004954476874918012,0.11277050244668418,0,0.4,96,0.2857142857142857
felt touch,Control,,attention,Recall,0.95,0.002015221745291451,0.04970757779723741,0.8333333333333334,1,120,0.2857142857142857
felt touch,Control,,attention,Precision,0.5428571428571428,0.0020871216422959638,0.08442403799919919,0.3783783783783784,0.7208748435956275,120,0.2857142857142857
felt touch,Control,,attention,Specificity,0.9882352941176471,5.818117058727923e-4,0.011534452830256628,0.9629629629629629,1,120,0.2857142857142857
felt touch,Control,,attention,F1,0.6909090909090908,-0.0016027715989408442,0.07235652325819943,0.5366330301516051,0.8266519390893882,120,0.2857142857142857
felt touch,Control,,love,Recall,0.65,-0.0024877416846730283,0.10947122418332103,0.42124364714891366,0.8571428571428571,120,0.2857142857142857
felt touch,Control,,love,Precision,0.7222222222222222,-0.0030588532265095614,0.10550859264162074,0.5,0.9090909090909091,120,0.2857142857142857
felt touch,Control,,love,Specificity,0.9313725490196079,-0.0017192650638301332,0.02580505862629157,0.875,0.9795810352590113,120,0.2857142857142857
felt touch,Control,,love,F1,0.6842105263157895,-0.009043940375516812,0.08714937315005608,0.4801231761008753,0.8260219819160985,120,0.2857142857142857
felt touch,Control,,happiness,Recall,0.55,0.0010790386010207653,0.11498490599006742,0.3333333333333333,0.7824859658415194,120,0.2857142857142857
felt touch,Control,,happiness,Precision,0.8461538461538461,-0.0032315073340681844,0.10366666737588234,0.6003908472431618,1,120,0.2857142857142857
felt touch,Control,,happiness,Specificity,0.9158878504672897,7.545581365020482e-4,0.02652701953883137,0.8586170363372483,0.9636363636363636,120,0.2857142857142857
felt touch,Control,,happiness,F1,0.6666666666666667,-0.007614422735552351,0.09925595396145358,0.44444444444444436,0.8332300606877825,120,0.2857142857142857
felt touch,Control,,calming,Recall,0.55,-0.004557135219715014,0.11214721326468986,0.32,0.7647058823529411,120,0.2857142857142857
felt touch,Control,,calming,Precision,0.4230769230769231,-0.003081510456546477,0.09898051137047567,0.2222222222222222,0.6189545601801997,120,0.2857142857142857
felt touch,Control,,calming,Specificity,0.9042553191489362,-1.8327482332025635e-4,0.029573256208624638,0.8431528217345622,0.956989247311828,120,0.2857142857142857
felt touch,Control,,calming,F1,0.47826086956521735,-0.009556987321249433,0.09134942913337893,0.2727272727272727,0.6341463414634148,120,0.2857142857142857
felt touch,Control,,sadness,Recall,0.2,0.0024337590511057383,0.09159110867175808,0.045454545454545456,0.3997790863408219,120,0.2857142857142857
felt touch,Control,,sadness,Precision,0.5,0.004641626429126466,0.18774446575518144,0.12545366197867006,0.8571428571428571,120,0.2857142857142857
felt touch,Control,,sadness,Specificity,0.8571428571428571,-7.466890834199047e-4,0.03394783463392801,0.7894736842105263,0.9230769230769231,120,0.2857142857142857
felt touch,Control,,sadness,F1,0.28571428571428575,-0.004761620156052804,0.11188689453198868,0.07407407407407407,0.5,120,0.2857142857142857
felt touch,Control,,gratitude,Recall,0.1,-6.476586748732638e-5,0.06969410687916806,0,0.2631578947368421,120,0.2857142857142857
felt touch,Control,,gratitude,Precision,0.3333333333333333,-0.005266006216006203,0.21230237544620503,0,0.75,120,0.2857142857142857
felt touch,Control,,gratitude,Specificity,0.8421052631578947,4.922821557585833e-4,0.0341822047391703,0.7758620689655172,0.9067796610169492,120,0.2857142857142857
