experiment,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high,N,F1_chance
felt touch,Control,,gratitude,F1,0.15384615384615383,-0.005619750212157021,0.09666960975266195,0,0.35714285714285715,120,0.2857142857142857
viewed touch,Control,,attention,Recall,1,0,0,NA,NA,126,0.2857142857142857
viewed touch,Control,,attention,Precision,0.6363636363636364,-0.006601787585602703,0.08394117426047835,0.4546702951882335,0.7878787878787878,126,0.2857142857142857
viewed touch,Control,,attention,Specificity,1,0,0,NA,NA,126,0.2857142857142857
viewed touch,Control,,attention,F1,0.7777777777777778,-0.008245403617657021,0.06419667071529336,0.6251176160685441,0.8813559322033898,126,0.2857142857142857
viewed touch,Control,,love,Recall,0.7142857142857143,7.452232557036975e-4,0.10050751819903676,0.5,0.9,126,0.2857142857142857
viewed touch,Control,,love,Precision,0.8823529411764706,-0.0029086911620035405,0.0826498018447873,0.7142857142857143,1,126,0.2857142857142857
viewed touch,Control,,love,Specificity,0.944954128440367,-5.6813848188230764e-6,0.02141658822211179,0.8990825688073395,0.9823008849557522,126,0.2857142857142857
viewed touch,Control,,love,F1,0.7894736842105262,-0.0055557672135515546,0.07606783947001687,0.6060606060606061,0.9166666666666666,126,0.2857142857142857
viewed touch,Control,,happiness,Recall,0.47619047619047616,-0.0019197445250809242,0.11387357172230171,0.26092770039085933,0.7083333333333334,126,0.2857142857142857
viewed touch,Control,,happiness,Precision,0.9090909090909091,0.0031302613294335035,0.09135949179116346,0.7,1,126,0.2857142857142857
viewed touch,Control,,happiness,Specificity,0.9043478260869565,-3.7590325359859733e-4,0.028761767351172144,0.8468468468468469,0.9568870295836561,126,0.2857142857142857
viewed touch,Control,,happiness,F1,0.6249999999999999,-0.009196928912148516,0.10587722904621479,0.39999999999999997,0.8107781144519879,126,0.2857142857142857
viewed touch,Control,,calming,Recall,0.8571428571428571,-0.00393645567894596,0.07969571074636214,0.6666666666666666,1,126,0.2857142857142857
viewed touch,Control,,calming,Precision,0.4864864864864865,-0.005553712355502727,0.08385850249692943,0.3200362929582936,0.6578947368421053,126,0.2857142857142857
viewed touch,Control,,calming,Specificity,0.9662921348314607,-7.885243492701255e-4,0.019632620723111834,0.9230769230769231,1,126,0.2857142857142857
viewed touch,Control,,calming,F1,0.6206896551724138,-0.010029040896312957,0.076538199939839055,0.4482937403735436,0.7547012650350724,126,0.2857142857142857
viewed touch,Control,,sadness,Recall,0.23809523809523808,-0.006317084510362003,0.09025626259911018,0.06260585446168968,0.4209412058298005,126,0.2857142857142857
viewed touch,Control,,sadness,Precision,0.7142857142857143,-0.005452593240093284,0.18484327251595567,0.3333333333333333,1,126,0.2857142857142857
viewed touch,Control,,sadness,Specificity,0.865546218487395,-0.001459098367208922,0.031481451885724904,0.7964639875612428,0.9210526315789473,126,0.2857142857142857
viewed touch,Control,,sadness,F1,0.35714285714285715,-0.015267486123919372,0.11431209524272834,0.10526315789473684,0.5517241379310345,126,0.2857142857142857
viewed touch,Control,,gratitude,Recall,0.09523809523809523,8.180117977683865e-4,0.06858296001425218,0,0.25,126,0.2857142857142857
viewed touch,Control,,gratitude,Precision,0.2857142857142857,-0.0019764263514263636,0.19001474921235514,0,0.7,126,0.2857142857142857
viewed touch,Control,,gratitude,Specificity,0.8403361344537815,-9.082369312531924e-4,0.03362462545772071,0.7666812672820722,0.9031648505365903,126,0.2857142857142857
viewed touch,Control,,gratitude,F1,0.14285714285714285,-0.0036137855170991495,0.093842323527510485,0,0.3478260869565218,126,0.2857142857142857
viewed touch,ASD,,attention,Recall,0.9375,3.16742102104528e-4,0.06239891127338022,0.7858097934992688,1,96,0.2857142857142857
viewed touch,ASD,,attention,Precision,0.5555555555555556,-0.0051641697044593204,0.09764206090824262,0.35,0.7367529646638403,96,0.2857142857142857
viewed touch,ASD,,attention,Specificity,0.9855072463768116,2.5097658775086185e-4,0.014412305230859745,0.953125,1,96,0.2857142857142857
viewed touch,ASD,,attention,F1,0.6976744186046512,-0.009291703195959955,0.08364642773694413,0.5,0.8333333333333333,96,0.2857142857142857
viewed touch,ASD,,love,Recall,0.875,7.823520143203089e-4,0.083429171587509815,0.6875,1,96,0.2857142857142857
viewed touch,ASD,,love,Precision,1,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,love,Specificity,0.975609756097561,7.074584472599454e-5,0.017059839888157582,0.9375,1,96,0.2857142857142857
viewed touch,ASD,,love,F1,0.9333333333333333,-0.0017319670736383186,0.0490990000743598,0.8148148148148148,1,96,0.2857142857142857
viewed touch,ASD,,happiness,Recall,0.625,-0.001791856810723469,0.12521741838259565,0.375,0.8571428571428571,96,0.2857142857142857
viewed touch,ASD,,happiness,Precision,1,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,happiness,Specificity,0.9302325581395349,-3.0567876270182204e-4,0.027593888134530384,0.8705882352941177,0.9772727272727273,96,0.2857142857142857
viewed touch,ASD,,happiness,F1,0.7692307692307693,-0.00889918084535779,0.09846334553350027,0.5454545454545454,0.923076923076923,96,0.2857142857142857
viewed touch,ASD,,calming,Recall,0.9375,-0.0017091228560006666,0.061277695259684156,0.7858097934992688,1,96,0.2857142857142857
viewed touch,ASD,,calming,Precision,0.5172413793103449,0.0026093659831842864,0.09561958890051929,0.3333333333333333,0.6999230149369531,96,0.2857142857142857
viewed touch,ASD,,calming,Specificity,0.9850746268656716,-4.62474605943175e-4,0.014436079471156132,0.951632415568975,1,96,0.2857142857142857
viewed touch,ASD,,calming,F1,0.6666666666666667,-0.0034034390527977187,0.08512318236266324,0.4738004808732517,0.8085106382978724,96,0.2857142857142857
viewed touch,ASD,,sadness,Recall,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,sadness,Precision,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,sadness,Specificity,0.8297872340425532,6.721417478383618e-5,0.03849025077633305,0.7553191489361702,0.9032258064516129,96,0.2857142857142857
viewed touch,ASD,,sadness,F1,0,0,0,NA,NA,96,0.2857142857142857
viewed touch,ASD,,gratitude,Recall,0.0625,9.096135636373209e-4,0.06396154985908349,0,0.21052631578947367,96,0.2857142857142857
viewed touch,ASD,,gratitude,Precision,0.16666666666666666,0.007303518703518697,0.18378819738370492,0,0.6,96,0.2857142857142857
viewed touch,ASD,,gratitude,Specificity,0.8333333333333334,7.349256353503808e-4,0.03944736580648077,0.7555555555555555,0.9120630963899335,96,0.2857142857142857
viewed touch,ASD,,gratitude,F1,0.09090909090909091,-0.0019508728152533156,0.08636566654324529,0,0.27578242924512386,96,0.2857142857142857
