experiment,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high
felt touch,ASD,,attention,Recall,0.94375,1.239658952290057e-4,0.01771579374344673,0.9062546427395478,0.97514734010834625
felt touch,ASD,,attention,Precision,0.5807692307692308,0.0012441267296701142,0.031719085323108936,0.5203337381814169,0.6428571428571429
felt touch,ASD,,attention,Specificity,0.9871428571428571,-1.8315446657646284e-5,0.00416674772176518,0.9779776468756511,0.9943657928690888
felt touch,ASD,,attention,F1,0.719047619047619,4.6281629183009265e-4,0.025473201135101473,0.6667062384280461,0.767493022989616
felt touch,ASD,,attention,F1chance,0.2857142857142857,4.514159470546675e-4,0.018126112101243007,0.2497721057429353,0.3202099737532808
felt touch,ASD,,love,Recall,0.70625,0.0013820723047363037,0.03590811357063811,0.634740817717594,0.7771399144705631
felt touch,ASD,,love,Precision,0.6848484848484848,-1.5823246597079788e-4,0.036923046927098906,0.6087018229465159,0.7529411764705882
felt touch,ASD,,love,Specificity,0.9408805031446541,3.975808591347718e-4,0.008107423644760213,0.9250974809398941,0.9571774694629529
felt touch,ASD,,love,F1,0.6953846153846154,-7.28897200559242e-5,0.029560944205905264,0.6353809018077688,0.7514753130661523
felt touch,ASD,,love,F1chance,0.2857142857142857,-6.077501212692904e-4,0.017596683301133273,0.25295723384895363,0.3202099737532808
felt touch,ASD,,happiness,Recall,0.36875,9.329558761068113e-4,0.03932385407238293,0.2922469721059501,0.44751011848345373
felt touch,ASD,,happiness,Precision,0.6704545454545454,-6.771349202522314e-4,0.05029800333744806,0.5684470519730466,0.7680873447915514
felt touch,ASD,,happiness,Specificity,0.8841743119266054,2.6120916323435495e-4,0.01063424033760331,0.8621878179941299,0.9047058756580717
felt touch,ASD,,happiness,F1,0.47580645161290325,-4.116344919354309e-4,0.04035114246959989,0.3948800128323016,0.5533596837944664
felt touch,ASD,,happiness,F1chance,0.2857142857142857,-3.805985560574876e-4,0.017580440154825752,0.24817518248175183,0.3202099737532808
felt touch,ASD,,calming,Recall,0.575,6.772501883639537e-4,0.03921135460460757,0.4966909126315578,0.6493328149731096
felt touch,ASD,,calming,Precision,0.519774011299435,0.001168144185898945,0.035335130086962215,0.4550591327087337,0.5891734949369541
felt touch,ASD,,calming,Specificity,0.913154533844189,8.73433561053849e-5,0.010585147782417622,0.8910570305542562,0.9316447397281893
felt touch,ASD,,calming,F1,0.5459940652818992,1.974966592408478e-4,0.03124051445254671,0.4838862382713717,0.6033404365317375
felt touch,ASD,,calming,F1chance,0.2857142857142857,-1.1493861317196652e-4,0.017897155578789965,0.24981260179355405,0.3216783216783217
felt touch,ASD,,sadness,Recall,0.30625,0.001253462035592845,0.03652195562777871,0.23871689330475304,0.38068088691089425
felt touch,ASD,,sadness,Precision,0.6621621621621622,0.002898481576280587,0.054438511799925336,0.5500184094715983,0.7746144909867345
felt touch,ASD,,sadness,Specificity,0.8747178329571106,4.1164397804260844e-4,0.01076592815675476,0.8545486511570689,0.8963944827299101
felt touch,ASD,,sadness,F1,0.41880341880341887,7.640284812761577e-4,0.0408829591128606,0.3404352275816451,0.49556891777252365
felt touch,ASD,,sadness,F1chance,0.2857142857142857,-4.873294633888081e-4,0.017180928741349268,0.2513661202185792,0.3172655565293602
felt touch,ASD,,gratitude,Recall,0.20625,-1.647585208882918e-4,0.03217060770096013,0.1438595949212089,0.27141982613741633
felt touch,ASD,,gratitude,Precision,0.4230769230769231,7.553860303705084e-5,0.05505934013197609,0.31523192509771486,0.5300688945360658
felt touch,ASD,,gratitude,Specificity,0.8560090702947846,-1.7366976430088776e-4,0.011901004194726467,0.8327767334030782,0.8789549216593299
felt touch,ASD,,gratitude,F1,0.2773109243697479,-0.0010325343709532975,0.037727043474933095,0.19914121461664264,0.348459583116667
felt touch,ASD,,gratitude,F1chance,0.2857142857142857,4.924125972088911e-5,0.01751102721575325,0.25295723384895363,0.3216783216783217
felt touch,Control,,attention,Recall,0.965,5.959599740205102e-4,0.012966639394296807,0.9363673023190195,0.9892926692817229
felt touch,Control,,attention,Precision,0.6411960132890365,-0.0010916569365733153,0.02704111841744268,0.5868906197928727,0.6953315855006639
felt touch,Control,,attention,Specificity,0.9922135706340378,1.4914092311435478e-4,0.002885374014115466,0.9862409212517737,0.997714152681678
felt touch,Control,,attention,F1,0.7704590818363273,-9.329000599783699e-4,0.0205373348711243,0.7276344001444245,0.8077614057364046
felt touch,Control,,attention,F1chance,0.2857142857142857,-4.3608855838461746e-4,0.015347417664586551,0.2545454545454546,0.3169405417337501
felt touch,Control,,love,Recall,0.72,6.087426957217534e-4,0.03196170623817013,0.6571619586998537,0.7857054337732385
felt touch,Control,,love,Precision,0.7128712871287128,3.5694357550497546e-4,0.030607885423220033,0.6528603244495245,0.7714026478869332
felt touch,Control,,love,Specificity,0.9438877755511023,2.6427734035716632e-5,0.007244315309136356,0.9297051652394412,0.9585386322314615
felt touch,Control,,love,F1,0.7164179104477613,-5.098117868085339e-6,0.025115597494385057,0.6666666666666666,0.7633587786259542
felt touch,Control,,love,F1chance,0.2857142857142857,2.1671840339893e-4,0.015606214257311827,0.2558139534883721,0.3169405417337501
felt touch,Control,,happiness,Recall,0.67,-6.725170562129623e-4,0.03286051996017575,0.6039656363594895,0.7346857764442585
felt touch,Control,,happiness,Precision,0.8933333333333333,9.60541368720591e-4,0.024910798321833454,0.8424734141249091,0.9403973509933775
felt touch,Control,,happiness,Specificity,0.9371428571428572,1.1627921838319732e-4,0.007305904318384907,0.9227888292606046,0.9507668022129548
felt touch,Control,,happiness,F1,0.7657142857142857,-5.708020588820473e-4,0.025168358457207045,0.7157391802934103,0.8150083596324486
felt touch,Control,,happiness,F1chance,0.2857142857142857,-8.671446177151987e-4,0.015607528220546382,0.2558139534883721,0.3157894736842105
felt touch,Control,,calming,Recall,0.71,4.053068353954137e-4,0.031179866843916427,0.6515318873984226,0.7715334733686743
felt touch,Control,,calming,Precision,0.5107913669064749,0.0011815171835046767,0.02933132963502923,0.45388345118382295,0.5659651395027661
felt touch,Control,,calming,Specificity,0.9370932754880694,1.6062371323788405e-5,0.007744153987861141,0.9220803842867615,0.9515383452723886
felt touch,Control,,calming,F1,0.594142259414226,4.476226298939512e-4,0.025874204966094067,0.5436168761074567,0.6463382955420712
