experiment,group,PID,cued,response,Hits,Total,Present,Selected,Misses,FalseAlarms,CorrectRejections,Recall,Precision,F1,F1chance
viewed touch,ASD,R_2QQicbswK20VFgy,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2sSxvyyxlKyW2sM,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,attention,attention,1,6,1,4,0,3,2,1,0.25,0.4,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_2VEWR99Yc4DLKja,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_32WaPJUmL0nFSLK,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_3pn9XlqLdBUnj0k,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_7977Ih6yT3QaETL,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_vSH3NwzmJivuid3,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbFC6lIVwANHazn,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,ASD,R_xbUqjuuyLVtTlL3,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_0wD8SReVLQ58BJD,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,attention,attention,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_12fISp10CMwgFwt,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_12PZ3fRvApBemXj,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1dnnrVtroIJgPkG,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,love,love,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1DqIkv4J3Z1L3K1,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1E1hgLCsWPNdlG8,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1ewmME8WozIgME0,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1GPpy6cRxlr9e9U,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,attention,attention,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,love,love,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1hGMwLafqjQTLAU,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1jjpg9r9k0iqkcm,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1JKKjVXfNpD1GT3,sadness,sadness,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,gratitude,gratitude,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_1q8J7FX32lAGeVQ,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_24N4TAb1v84O4mJ,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_25Xdue1yhmQfEjV,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_28OpeuVvAZfRxx9,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_29ackBUB6hK7HmH,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CB85AMCpgsbVWY,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,calming,calming,0,6,1,2,1,2,3,0,0,0,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2ClzDR05jZBcSyf,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,attention,attention,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CrIYD6MZV848bT,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CUtZ3ltMFlwEDP,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2CwUdUbXSvdMV9F,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,gratitude,gratitude,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2czNL44C8dKDp6d,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,calming,calming,1,6,1,3,0,2,3,1,0.3333333333333333,0.5,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,happiness,happiness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2e5zkwDswRyVhfS,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,calming,calming,0,6,1,1,1,1,4,0,0,0,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,love,love,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2EjdAOg24mBRiuC,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,love,love,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2gIsbawvs1x7zDX,sadness,sadness,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2PpnGmv28xDEyhK,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,calming,calming,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2QAIdADZpftuTSQ,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,attention,attention,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,calming,calming,1,6,1,2,0,1,4,1,0.5,0.6666666666666666,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,gratitude,gratitude,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,happiness,happiness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,love,love,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
viewed touch,Control,R_2RaW02UzcG3C414,sadness,sadness,0,6,1,0,1,0,5,0,0,0,0.2857142857142857
viewed touch,Control,R_2SfqZhHs3bZqQUs,attention,attention,1,6,1,1,0,0,5,1,1,1,0.2857142857142857
