experiment,PID,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high
felt touch,asd03,ASD,,happiness,Precision,0,0,0,NA,NA
felt touch,asd03,ASD,,happiness,Specificity,0.8333333333333334,-0.0014333333333333975,0.04921416723341664,0.7166666666666667,0.9166666666666666
felt touch,asd03,ASD,,happiness,F1,0,0,0,NA,NA
felt touch,asd03,ASD,,happiness,F1chance,0.2857142857142857,-9.07761952092967e-4,0.07166948814853057,0.15384615384615385,0.4415584415584416
felt touch,asd03,ASD,,calming,Recall,0.1,-9.104194266345983e-4,0.10013854688850828,0,0.3333333333333333
felt touch,asd03,ASD,,calming,Precision,0.09090909090909091,0.0015826070300528489,0.09447405052774867,0,0.3324864976398172
felt touch,asd03,ASD,,calming,Specificity,0.8163265306122449,2.7497329295544937e-4,0.05601819353828382,0.6875756103297783,0.9183673469387755
felt touch,asd03,ASD,,calming,F1,0.09523809523809525,-0.003859602579561472,0.08824663260014083,0,0.27586206896551724
felt touch,asd03,ASD,,calming,F1chance,0.2857142857142857,-0.003091747956882329,0.0712812806566211,0.15384615384615385,0.4210526315789474
felt touch,asd03,ASD,,sadness,Recall,1,0,0,NA,NA
