experiment,PID,group,data,Label,Metric,statistic,bias,std.error,conf.low,conf.high
felt touch,asd16,ASD,,gratitude,Specificity,0.8888888888888888,2.0542750751340044e-4,0.04136571727761264,0.8,0.9642857142857143
felt touch,asd16,ASD,,gratitude,F1,0.5,-0.017363555588944257,0.16336069936781847,0.15384615384615383,0.7775606404204658
felt touch,asd16,ASD,,gratitude,F1chance,0.2857142857142857,-0.00313590613310355,0.06983709806567308,0.15384615384615385,0.4210526315789474
felt touch,asd17,ASD,,attention,Recall,0.9,-0.002156035295973413,0.10152939386546155,0.6666666666666666,1
felt touch,asd17,ASD,,attention,Precision,0.6923076923076923,0.002989072227707945,0.138780795092132,0.40029888318594736,1
felt touch,asd17,ASD,,attention,Specificity,0.9787234042553191,-7.048315064610566e-4,0.021726469795332156,0.9302325581395349,1
felt touch,asd17,ASD,,attention,F1,0.7826086956521738,-0.008038379963302589,0.10554710179866901,0.5333333333333333,0.9523809523809523
felt touch,asd17,ASD,,attention,F1chance,0.2857142857142857,-0.0027081492531810802,0.07254692373571206,0.15384615384615385,0.4210526315789474
felt touch,asd17,ASD,,love,Recall,0.4,-0.01458583877852454,0.16147636474427618,0.06286641929046427,0.7139227847027788
felt touch,asd17,ASD,,love,Precision,0.4444444444444444,-0.008913226724256096,0.1778361580558626,0.08375675118009204,0.7994354428709893
felt touch,asd17,ASD,,love,Specificity,0.8823529411764706,-0.001938993351976781,0.045273952333013276,0.7857528952443853,0.9615384615384616
felt touch,asd17,ASD,,love,F1,0.4210526315789474,-0.025708202329412788,0.14889403950019178,0.09535907176574059,0.6666666666666666
felt touch,asd17,ASD,,love,F1chance,0.2857142857142857,-0.0033701105079358973,0.07166139990182027,0.125,0.4210526315789474
felt touch,asd17,ASD,,happiness,Recall,0,0,0,NA,NA
felt touch,asd17,ASD,,happiness,Precision,0,0,0,NA,NA
felt touch,asd17,ASD,,happiness,Specificity,0.8181818181818182,9.557185928749101e-4,0.05328233049477508,0.7091530893341395,0.9137931034482759
felt touch,asd17,ASD,,happiness,F1,0,0,0,NA,NA
felt touch,asd17,ASD,,happiness,F1chance,0.2857142857142857,-0.004901090886742954,0.07145872871107431,0.15384615384615385,0.4210526315789474
felt touch,asd17,ASD,,calming,Recall,0.2,9.653234665231436e-4,0.13237593770434097,0,0.5
felt touch,asd17,ASD,,calming,Precision,0.18181818181818182,-0.0016668220668220601,0.12321720708240785,0,0.49902288189209676
felt touch,asd17,ASD,,calming,Specificity,0.8367346938775511,0.0021448483881267855,0.05499742139108435,0.720086485347423,0.9375
felt touch,asd17,ASD,,calming,F1,0.1904761904761905,-0.007983144825582156,0.11587583830448785,0,0.4210526315789474
felt touch,asd17,ASD,,calming,F1chance,0.2857142857142857,-0.006559744687937352,0.07384213048988036,0.125,0.4210526315789474
felt touch,asd17,ASD,,sadness,Recall,0,0,0,NA,NA
felt touch,asd17,ASD,,sadness,Precision,0,0,0,NA,NA
felt touch,asd17,ASD,,sadness,Specificity,0.803921568627451,6.170422198304992e-4,0.05525160791370027,0.6863056434691244,0.9056603773584906
felt touch,asd17,ASD,,sadness,F1,0,0,0,NA,NA
felt touch,asd17,ASD,,sadness,F1chance,0.2857142857142857,-0.0035892428712485658,0.07050900357017942,0.15384615384615385,0.4210526315789474
felt touch,asd17,ASD,,gratitude,Recall,0.4,-0.003948004618360701,0.16143097359381342,0.1,0.7494226120271481
felt touch,asd17,ASD,,gratitude,Precision,0.4444444444444444,0.0024591162922045218,0.17473057026084376,0.11146395931674337,0.8
felt touch,asd17,ASD,,gratitude,Specificity,0.8823529411764706,-0.004020752640572334,0.04758139703434834,0.7826520120559344,0.9615384615384616
felt touch,asd17,ASD,,gratitude,F1,0.4210526315789474,-0.014529647256618372,0.14584661295902598,0.11764705882352941,0.6666666666666666
felt touch,asd17,ASD,,gratitude,F1chance,0.2857142857142857,0.0028144876664055185,0.07346637895716812,0.15384615384615385,0.4415584415584416
felt touch,asd18,ASD,,attention,Recall,1,0,0,NA,NA
felt touch,asd18,ASD,,attention,Precision,0.5263157894736842,0.0019066719345324223,0.11661647628700905,0.29411764705882354,0.7619047619047619
felt touch,asd18,ASD,,attention,Specificity,1,0,0,NA,NA
felt touch,asd18,ASD,,attention,F1,0.6896551724137931,-0.00611784958645778,0.10232294208061904,0.45454545454545453,0.8648648648648648
felt touch,asd18,ASD,,attention,F1chance,0.2857142857142857,-0.0036178899617975713,0.06951990637574623,0.15384615384615385,0.4210526315789474
felt touch,asd18,ASD,,love,Recall,1,0,0,NA,NA
felt touch,asd18,ASD,,love,Precision,0.9090909090909091,0.0010004838127128934,0.08976684426784581,0.7,1
felt touch,asd18,ASD,,love,Specificity,1,0,0,NA,NA
felt touch,asd18,ASD,,love,F1,0.9523809523809523,-0.001885068285252256,0.05196451263522446,0.8235294117647058,1
felt touch,asd18,ASD,,love,F1chance,0.2857142857142857,-0.005075506656677442,0.07043855121903694,0.15384615384615385,0.4210526315789474
felt touch,asd18,ASD,,happiness,Recall,0,0,0,NA,NA
felt touch,asd18,ASD,,happiness,Precision,0,0,0,NA,NA
felt touch,asd18,ASD,,happiness,Specificity,0.8333333333333334,-0.0018333333333333535,0.04808043671870845,0.7170900845134254,0.9166666666666666
felt touch,asd18,ASD,,happiness,F1,0,0,0,NA,NA
felt touch,asd18,ASD,,happiness,F1chance,0.2857142857142857,-1.8031777474986077e-4,0.06994552081264434,0.15384615384615385,0.44103749000398873
felt touch,asd18,ASD,,calming,Recall,0.9,0.0035372760495437916,0.09367693295832807,0.6666666666666666,1
felt touch,asd18,ASD,,calming,Precision,0.42857142857142855,0.002241072269739852,0.10992894401033824,0.21436461202113516,0.6428571428571429
felt touch,asd18,ASD,,calming,Specificity,0.9743589743589743,4.5493084713710275e-4,0.024703914407146997,0.916723885294607,1
felt touch,asd18,ASD,,calming,F1,0.5806451612903225,-0.005649954097376675,0.10729123208436107,0.3336253456414428,0.7647058823529412
felt touch,asd18,ASD,,calming,F1chance,0.2857142857142857,-0.0019807963443575494,0.0682175526574653,0.15384615384615385,0.4210526315789474
felt touch,asd18,ASD,,sadness,Recall,0,0,0,NA,NA
felt touch,asd18,ASD,,sadness,Precision,0,0,0,NA,NA
felt touch,asd18,ASD,,sadness,Specificity,0.8333333333333334,-2.666666666667483e-4,0.047743382176514935,0.7333333333333333,0.9166666666666666
felt touch,asd18,ASD,,sadness,F1,0,0,0,NA,NA
felt touch,asd18,ASD,,sadness,F1chance,0.2857142857142857,-0.0024582726469513094,0.06983465478091423,0.15384615384615385,0.4210526315789474
felt touch,asd18,ASD,,gratitude,Recall,0,0,0,NA,NA
felt touch,asd18,ASD,,gratitude,Precision,0,0,0,NA,NA
felt touch,asd18,ASD,,gratitude,Specificity,0.8333333333333334,5.666666666666043e-4,0.04812362893048712,0.7333333333333333,0.9166666666666666
felt touch,asd18,ASD,,gratitude,F1,0,0,0,NA,NA
felt touch,asd18,ASD,,gratitude,F1chance,0.2857142857142857,-0.003738683105576013,0.07059317811467393,0.15384615384615385,0.4210526315789474
felt touch,asd20,ASD,,attention,Recall,0.8,0.00910416455319707,0.12986208628222093,0.5454545454545454,1
felt touch,asd20,ASD,,attention,Precision,0.3333333333333333,0.0027696268457257367,0.1010604118746002,0.14285714285714285,0.5453583141257368
felt touch,asd20,ASD,,attention,Specificity,0.9444444444444444,0.002692118754624384,0.03746014602874223,0.8611111111111112,1
felt touch,asd20,ASD,,attention,F1,0.47058823529411764,-0.003794251842740959,0.11102912526852717,0.23541367092143775,0.6666666666666667
felt touch,asd20,ASD,,attention,F1chance,0.2857142857142857,-0.003963067972959422,0.07361754067776288,0.15384615384615385,0.4210526315789474
felt touch,asd20,ASD,,love,Recall,0.5,0.004696615974324914,0.16455985764092648,0.18228009219646404,0.8329484080180988
felt touch,asd20,ASD,,love,Precision,0.35714285714285715,0.004441516038701743,0.13242835878079692,0.1111111111111111,0.6153846153846154
felt touch,asd20,ASD,,love,Specificity,0.8913043478260869,-1.7637438995865562e-4,0.046335742673814434,0.7954545454545454,0.9777777777777777
felt touch,asd20,ASD,,love,F1,0.41666666666666663,-0.005928086491310047,0.12987228720503563,0.14285714285714285,0.6451027532930749
felt touch,asd20,ASD,,love,F1chance,0.2857142857142857,-0.0016045924219216245,0.07087995993385504,0.15384615384615385,0.4210526315789474
felt touch,asd20,ASD,,happiness,Recall,0.1,0.005721931027348984,0.10213868658203813,0,0.3333333333333333
felt touch,asd20,ASD,,happiness,Precision,0.25,0.007295129870129868,0.24957570107054303,0,1
felt touch,asd20,ASD,,happiness,Specificity,0.8392857142857143,0.0014120239638329979,0.05083544827756705,0.7368421052631579,0.93100374462092494
felt touch,asd20,ASD,,happiness,F1,0.14285714285714288,-0.002181619181658906,0.1273103000887031,0,0.4210526315789474
felt touch,asd20,ASD,,happiness,F1chance,0.2857142857142857,-0.003933989497359236,0.07270858961246572,0.125,0.4210526315789474
felt touch,asd20,ASD,,calming,Recall,0.4,-0.002474455515245,0.1628194592799246,0.09090909090909091,0.7269427912882405
felt touch,asd20,ASD,,calming,Precision,0.3076923076923077,-0.001631942703764322,0.12917116994456515,0.07142857142857142,0.5712017404392368
felt touch,asd20,ASD,,calming,Specificity,0.8723404255319149,-1.7270667656232863e-4,0.04740556137475973,0.7692307692307693,0.9583333333333334
felt touch,asd20,ASD,,calming,F1,0.34782608695652173,-0.011333231450507075,0.1292445878014204,0.08695652173913043,0.5830308920142204
felt touch,asd20,ASD,,calming,F1chance,0.2857142857142857,-0.0028723371792247487,0.0675017865361683,0.15384615384615385,0.4210526315789474
felt touch,asd20,ASD,,sadness,Recall,0.1,0.0020294660791564806,0.10346215602514179,0,0.3565379745046313
felt touch,asd20,ASD,,sadness,Precision,0.3333333333333333,-0.011307539682539669,0.31377618171296856,0,1
felt touch,asd20,ASD,,sadness,Specificity,0.8421052631578947,0.0011887185163905745,0.04996231926544185,0.7407407407407407,0.9310344827586207
felt touch,asd20,ASD,,sadness,F1,0.15384615384615383,-0.00798837767428423,0.1371892321554302,0,0.4444444444444445
felt touch,asd20,ASD,,sadness,F1chance,0.2857142857142857,-0.0046550860328827826,0.07278029310026722,0.15384615384615385,0.4210526315789474
felt touch,asd20,ASD,,gratitude,Recall,0.1,0.002081949887058246,0.09987104321463973,0,0.3333333333333333
felt touch,asd20,ASD,,gratitude,Precision,0.5,-0.0530511904761905,0.3946087597355784,0,1
felt touch,asd20,ASD,,gratitude,Specificity,0.8448275862068966,-7.612586009723143e-4,0.04911761670058264,0.7454545454545455,0.9322033898305084
felt touch,asd20,ASD,,gratitude,F1,0.16666666666666669,-0.008303329001878634,0.1447794288655029,0,0.4703583251510816
felt touch,asd20,ASD,,gratitude,F1chance,0.2857142857142857,-0.0010413423727011484,0.07353919710599471,0.15384615384615385,0.4415584415584416
felt touch,asd20a,ASD,,attention,Recall,1,0,0,NA,NA
felt touch,asd20a,ASD,,attention,Precision,0.47619047619047616,-0.0052643277264136645,0.11414458194368703,0.25,0.6923076923076923
felt touch,asd20a,ASD,,attention,Specificity,1,0,0,NA,NA
felt touch,asd20a,ASD,,attention,F1,0.6451612903225806,-0.013191769793939212,0.10830141177385909,0.4,0.8181818181818181
felt touch,asd20a,ASD,,attention,F1chance,0.2857142857142857,-0.004278573523082696,0.07373562452793188,0.125,0.44103749000398873
felt touch,asd20a,ASD,,love,Recall,0.6,-0.006394201099038543,0.1697562647053492,0.25,0.9
felt touch,asd20a,ASD,,love,Precision,1,-0.0010000000000000009,0.03162277660168379,1,1
felt touch,asd20a,ASD,,love,Specificity,0.9259259259259259,-8.925780788761051e-4,0.03715104754426096,0.8474982492337791,0.9821428571428571
felt touch,asd20a,ASD,,love,F1,0.7499999999999999,-0.020087314286145075,0.14348481975951113,0.4,0.9473684210526316
felt touch,asd20a,ASD,,love,F1chance,0.2857142857142857,-0.0035934401148925987,0.0702501050003964,0.15384615384615385,0.4210526315789474
felt touch,asd20a,ASD,,happiness,Recall,0,0,0,NA,NA
felt touch,asd20a,ASD,,happiness,Precision,0,0,0,NA,NA
felt touch,asd20a,ASD,,happiness,Specificity,0.8,-0.0025153878280638198,0.05724044591909395,0.68,0.9019607843137255
felt touch,asd20a,ASD,,happiness,F1,0,0,0,NA,NA
felt touch,asd20a,ASD,,happiness,F1chance,0.2857142857142857,4.6207240199513944e-4,0.07142311693603672,0.15384615384615385,0.4210526315789474
felt touch,asd20a,ASD,,calming,Recall,0.7,0.0013085490962426727,0.15550282100794677,0.375,1
felt touch,asd20a,ASD,,calming,Precision,0.5833333333333334,-0.0029311486329288705,0.14963946600310504,0.2727272727272727,0.8571428571428571
felt touch,asd20a,ASD,,calming,Specificity,0.9375,7.592104996171356e-4,0.033844341153139376,0.8695652173913043,1
felt touch,asd20a,ASD,,calming,F1,0.6363636363636365,-0.012990403565852238,0.12949141324844707,0.3333333333333333,0.846050991616172
felt touch,asd20a,ASD,,calming,F1chance,0.2857142857142857,-0.004155882743302863,0.07205249381885845,0.15384615384615385,0.4210526315789474
felt touch,asd20a,ASD,,sadness,Recall,0.3,-0.0034377592608629826,0.14732933155100114,0,0.625
felt touch,asd20a,ASD,,sadness,Precision,1,-0.041000000000000036,0.19838941090279583,0,1
felt touch,asd20a,ASD,,sadness,Specificity,0.8771929824561403,-8.003849086561932e-4,0.04345987916103329,0.7857142857142857,0.9491525423728814
felt touch,asd20a,ASD,,sadness,F1,0.4615384615384615,-0.023851639690382453,0.17652360204637496,0,0.7692307692307693
felt touch,asd20a,ASD,,sadness,F1chance,0.2857142857142857,-0.0021856501613908286,0.07070121037990049,0.15384615384615385,0.4210526315789474
felt touch,asd20a,ASD,,gratitude,Recall,0,0,0,NA,NA
felt touch,asd20a,ASD,,gratitude,Precision,0,0,0,NA,NA
felt touch,asd20a,ASD,,gratitude,Specificity,0.8076923076923077,9.848726067410718e-4,0.054975538161283,0.6981611416430292,0.9038461538461539
felt touch,asd20a,ASD,,gratitude,F1,0,0,0,NA,NA
felt touch,asd20a,ASD,,gratitude,F1chance,0.2857142857142857,-0.0041826695520224555,0.07070970546329541,0.15384615384615385,0.4210526315789474
felt touch,asd21,ASD,,attention,Recall,1,0,0,NA,NA
felt touch,asd21,ASD,,attention,Precision,0.5555555555555556,-0.0020157649451508775,0.11382165587523468,0.3333333333333333,0.7692307692307693
felt touch,asd21,ASD,,attention,Specificity,1,0,0,NA,NA
felt touch,asd21,ASD,,attention,F1,0.7142857142857143,-0.008771212873359246,0.097625998191473,0.5,0.8695652173913044
felt touch,asd21,ASD,,attention,F1chance,0.2857142857142857,-0.005257569456480926,0.06896592658327144,0.15384615384615385,0.4
felt touch,asd21,ASD,,love,Recall,0.7,0.0014311024501814096,0.14851734136191552,0.38500623185854654,1
felt touch,asd21,ASD,,love,Precision,0.5,-0.0037293825413006743,0.13689642785125106,0.23076923076923078,0.7687422101768177
felt touch,asd21,ASD,,love,Specificity,0.9347826086956522,0.0011592745552641004,0.0353408459177832,0.8572154430594443,1
felt touch,asd21,ASD,,love,F1,0.5833333333333334,-0.012715197154848923,0.1233079367557059,0.3157894736842105,0.78782379854804
felt touch,asd21,ASD,,love,F1chance,0.2857142857142857,-0.005379526521729072,0.07051069750857983,0.15384615384615385,0.4210526315789474
felt touch,asd21,ASD,,happiness,Recall,0.5,0.004035791616364359,0.15883039845850738,0.2,0.8181818181818182
felt touch,asd21,ASD,,happiness,Precision,1,-0.0040000000000000036,0.06315051850925682,1,1
felt touch,asd21,ASD,,happiness,Specificity,0.9090909090909091,-9.928238803486034e-4,0.03809813884130437,0.8301886792452831,0.9814726047970631
felt touch,asd21,ASD,,happiness,F1,0.6666666666666666,-0.011740405813479682,0.14720236270317152,0.33333333333333337,0.9
felt touch,asd21,ASD,,happiness,F1chance,0.2857142857142857,0.0010642896679335934,0.0717858599067482,0.15384615384615385,0.4210526315789474
felt touch,asd21,ASD,,calming,Recall,0.9,0.0029733728947350935,0.10085486118193847,0.6666666666666666,1
felt touch,asd21,ASD,,calming,Precision,0.4090909090909091,0.0012295283888998365,0.10646268758423354,0.20833333333333334,0.6315294248132446
felt touch,asd21,ASD,,calming,Specificity,0.9736842105263158,6.349843332316141e-4,0.026538728200925055,0.9090909090909091,1
felt touch,asd21,ASD,,calming,F1,0.5625000000000001,-0.006159389965786244,0.10793549240799966,0.32006556147304654,0.75
felt touch,asd21,ASD,,calming,F1chance,0.2857142857142857,-0.003135250266494971,0.07001729969299621,0.15384615384615385,0.4210526315789474
felt touch,asd21,ASD,,sadness,Recall,0,0,0,NA,NA
felt touch,asd21,ASD,,sadness,Precision,0,0,0,NA,NA
felt touch,asd21,ASD,,sadness,Specificity,0.8305084745762712,-0.001291523086713653,0.04879659701269426,0.7288135593220338,0.9166666666666666
felt touch,asd21,ASD,,sadness,F1,0,0,0,NA,NA
felt touch,asd21,ASD,,sadness,F1chance,0.2857142857142857,-9.681297304071634e-4,0.07067965689903244,0.15384615384615385,0.4210526315789474
felt touch,asd21,ASD,,gratitude,Recall,0,0,0,NA,NA
felt touch,asd21,ASD,,gratitude,Precision,0,0,0,NA,NA
felt touch,asd21,ASD,,gratitude,Specificity,0.8333333333333334,5.333333333332746e-4,0.04836607338654452,0.7333333333333333,0.9166666666666666
felt touch,asd21,ASD,,gratitude,F1,0,0,0,NA,NA
felt touch,asd21,ASD,,gratitude,F1chance,0.2857142857142857,-0.0037209463920522268,0.07098631241832294,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,attention,Recall,0.9,-0.004496953085614153,0.10149453462333435,0.6666666666666666,1
felt touch,asd22,ASD,,attention,Precision,0.5625,-0.005729146299077614,0.12850614126222693,0.3076923076923077,0.8125
felt touch,asd22,ASD,,attention,Specificity,0.9772727272727273,-7.149824946026673e-4,0.02196975726625239,0.926829268292683,1
felt touch,asd22,ASD,,attention,F1,0.6923076923076923,-0.014386192130740993,0.11067013258548519,0.4214014426197555,0.8694915795049116
felt touch,asd22,ASD,,attention,F1chance,0.2857142857142857,-0.004786160072635048,0.07049370742252715,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,love,Recall,0.3,0.006715566219126612,0.14829628910276027,0,0.6
felt touch,asd22,ASD,,love,Precision,0.375,0.00954093055637173,0.18433171948109486,0,0.75
felt touch,asd22,ASD,,love,Specificity,0.8653846153846154,0.002015568250100519,0.045996964375937,0.7735849056603774,0.9444444444444444
felt touch,asd22,ASD,,love,F1,0.33333333333333326,-0.0042542596211161965,0.14547864838047223,0,0.5882352941176471
felt touch,asd22,ASD,,love,F1chance,0.2857142857142857,-0.00327480919888834,0.06993660850777793,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,happiness,Recall,0.1,-0.0018048388702800594,0.09771102287396873,0,0.3333333333333333
felt touch,asd22,ASD,,happiness,Precision,0.3333333333333333,-0.008144841269841274,0.32085022839149374,0,1
felt touch,asd22,ASD,,happiness,Specificity,0.8421052631578947,-1.4700929162558829e-5,0.04712400105592044,0.7457627118644068,0.9298245614035088
felt touch,asd22,ASD,,happiness,F1,0.15384615384615383,-0.012193639937185474,0.1315178950696711,0,0.4
felt touch,asd22,ASD,,happiness,F1chance,0.2857142857142857,-0.0026920380435897506,0.06968536662127038,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,calming,Recall,0.6,0.01165645327754461,0.16560100018039972,0.27305720871176004,0.9227216074013219
felt touch,asd22,ASD,,calming,Precision,0.5,0.00415681904020504,0.1479219707934615,0.2222222222222222,0.7777777777777778
felt touch,asd22,ASD,,calming,Specificity,0.9166666666666666,0.002212714075828126,0.03987374598463993,0.8367346938775511,0.9807596511799376
felt touch,asd22,ASD,,calming,F1,0.5454545454545454,-0.004585458486389804,0.13357580958003037,0.26666666666666666,0.7692307692307693
felt touch,asd22,ASD,,calming,F1chance,0.2857142857142857,-0.0029800365943316587,0.06890904882158783,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,sadness,Recall,0.2,3.3586037715294115e-4,0.1291135989786476,0,0.5
felt touch,asd22,ASD,,sadness,Precision,0.2857142857142857,-7.627566877566605e-4,0.1794146154204885,0,0.6666666666666666
felt touch,asd22,ASD,,sadness,Specificity,0.8490566037735849,-3.63300161729474e-4,0.048074233439899715,0.7454545454545455,0.9375
felt touch,asd22,ASD,,sadness,F1,0.23529411764705882,-0.009905567946029703,0.13479146187545635,0,0.5
felt touch,asd22,ASD,,sadness,F1chance,0.2857142857142857,-0.0018711265740778416,0.0693749581060487,0.15384615384615385,0.4210526315789474
felt touch,asd22,ASD,,gratitude,Recall,0.6,-0.00524871798308324,0.16094737625063785,0.2857142857142857,0.9
felt touch,asd22,ASD,,gratitude,Precision,0.5454545454545454,-0.004790144577644595,0.15668764093104717,0.2222222222222222,0.8333333333333334
felt touch,asd22,ASD,,gratitude,Specificity,0.9183673469387755,-0.0013107118446615829,0.03985190241433224,0.8260869565217391,0.9803921568627451
felt touch,asd22,ASD,,gratitude,F1,0.5714285714285713,-0.01649229754189996,0.13666491641743897,0.26666666666666666,0.8
felt touch,asd22,ASD,,gratitude,F1chance,0.2857142857142857,-0.0016219826650124003,0.07279975397133105,0.15384615384615385,0.4210526315789474
felt touch,asd25,ASD,,attention,Recall,1,0,0,NA,NA
felt touch,asd25,ASD,,attention,Precision,0.9090909090909091,-3.632994370610376e-4,0.08915450907749235,0.7142857142857143,1
felt touch,asd25,ASD,,attention,Specificity,1,0,0,NA,NA
felt touch,asd25,ASD,,attention,F1,0.9523809523809523,-0.00261579265039813,0.05197712401621833,0.8333333333333333,1
felt touch,asd25,ASD,,attention,F1chance,0.2857142857142857,-0.004635606733102204,0.07110334190769149,0.15384615384615385,0.4210526315789474
felt touch,asd25,ASD,,love,Recall,0.7,-0.005625602149828102,0.15313233545126942,0.4,1
felt touch,asd25,ASD,,love,Precision,0.875,-8.705903573550389e-4,0.12880153195820826,0.5717310127476848,1
felt touch,asd25,ASD,,love,Specificity,0.9423076923076923,1.0078649328426614e-4,0.031723808480456736,0.8775510204081632,1
felt touch,asd25,ASD,,love,F1,0.7777777777777777,-0.014533012455512861,0.12318167038186618,0.5,0.9565217391304348
felt touch,asd25,ASD,,love,F1chance,0.2857142857142857,-0.00575951986612272,0.06995110379646227,0.125,0.4210526315789474
felt touch,asd25,ASD,,happiness,Recall,0.9,-0.001290771762637144,0.09976549857336929,0.6666666666666666,1
felt touch,asd25,ASD,,happiness,Precision,0.9,-0.0013395879576220127,0.10104865920216333,0.6666666666666666,1
felt touch,asd25,ASD,,happiness,Specificity,0.98,-4.285856394981025e-5,0.019324079747344222,0.9387755102040817,1
felt touch,asd25,ASD,,happiness,F1,0.9,-0.006403416433643616,0.07886401493849424,0.6957626307426327,1
felt touch,asd25,ASD,,happiness,F1chance,0.2857142857142857,-8.86689036204702e-4,0.07067257396101456,0.15384615384615385,0.4210526315789474
felt touch,asd25,ASD,,calming,Recall,1,0,0,NA,NA
felt touch,asd25,ASD,,calming,Precision,0.9090909090909091,-7.864775875998653e-4,0.08748876291130904,0.7060958409311389,1
felt touch,asd25,ASD,,calming,Specificity,1,0,0,NA,NA
felt touch,asd25,ASD,,calming,F1,0.9523809523809523,-0.0027359918776375114,0.050427436517744395,0.8277322130506064,1
felt touch,asd25,ASD,,calming,F1chance,0.2857142857142857,8.095358167264366e-4,0.07063322903778994,0.15384615384615385,0.4210526315789474
felt touch,asd25,ASD,,sadness,Recall,0.6,0.0023784250665055406,0.15942626511154923,0.2505773879728528,0.8997177214354947
felt touch,asd25,ASD,,sadness,Precision,0.8571428571428571,0.0025837995337996134,0.1459802143428712,0.5,1
felt touch,asd25,ASD,,sadness,Specificity,0.9245283018867925,2.9153595816122646e-4,0.03595248123847067,0.8461538461538461,0.9818181818181818
felt touch,asd25,ASD,,sadness,F1,0.7058823529411764,-0.00933094481772101,0.1386513791842299,0.36363636363636365,0.9090909090909091
felt touch,asd25,ASD,,sadness,F1chance,0.2857142857142857,-0.0023305271284481677,0.07064765095073158,0.15384615384615385,0.4210526315789474
felt touch,asd25,ASD,,gratitude,Recall,0.8,5.04588205052503e-4,0.13594486450476573,0.5,1
felt touch,asd25,ASD,,gratitude,Precision,0.8888888888888888,-0.0010754061255221492,0.11042720758407426,0.625,1
felt touch,asd25,ASD,,gratitude,Specificity,0.9607843137254902,5.074712991950392e-4,0.02778787363184894,0.8979591836734694,1
felt touch,asd25,ASD,,gratitude,F1,0.8421052631578948,-0.008715811390536232,0.1008033060035353,0.6002209136591784,1
felt touch,asd25,ASD,,gratitude,F1chance,0.2857142857142857,-0.004696987092881744,0.07126410817844785,0.15384615384615385,0.4210526315789474
felt touch,asd26,ASD,,attention,Recall,0.9,1.8939071764090265e-5,0.10167178499605607,0.6371334869941068,1
felt touch,asd26,ASD,,attention,Precision,0.75,-0.002375170735697041,0.12820882028823136,0.5,1
felt touch,asd26,ASD,,attention,Specificity,0.9791666666666666,-4.119074173750681e-4,0.021901861492828505,0.9215686274509803,1
felt touch,asd26,ASD,,attention,F1,0.8181818181818182,-0.009567528110439705,0.0946045338261802,0.6,0.9565217391304348
felt touch,asd26,ASD,,attention,F1chance,0.2857142857142857,-9.039949374732847e-4,0.07151879185909281,0.15384615384615385,0.44103749000398873
felt touch,asd26,ASD,,love,Recall,0.3,0.0033764967875262175,0.15370708556692259,0,0.625
felt touch,asd26,ASD,,love,Precision,0.3333333333333333,0.005397082380983298,0.1680839874197225,0,0.7
felt touch,asd26,ASD,,love,Specificity,0.8627450980392157,0.0012047588838257628,0.04777118144080586,0.7647058823529411,0.9433962264150944
felt touch,asd26,ASD,,love,F1,0.3157894736842105,-0.00779771052009165,0.14074854415229332,0,0.5714285714285715
felt touch,asd26,ASD,,love,F1chance,0.2857142857142857,-0.0032282934173124,0.07013931909647302,0.15384615384615385,0.4210526315789474
felt touch,asd26,ASD,,happiness,Recall,0.5,-0.0013123799274341041,0.172164100656643,0.16666666666666666,0.8333333333333334
felt touch,asd26,ASD,,happiness,Precision,0.8333333333333334,-0.0022344877344877556,0.17002734119880866,0.4303860764861087,1
felt touch,asd26,ASD,,happiness,Specificity,0.9074074074074074,-0.0010540454714764724,0.04047162680309581,0.8200362929582935,0.9818181818181818
felt touch,asd26,ASD,,happiness,F1,0.625,-0.017872124319185945,0.1587725393720305,0.25,0.8798729746459726
felt touch,asd26,ASD,,happiness,F1chance,0.2857142857142857,-0.0012384643617761038,0.07080726513991972,0.15384615384615385,0.4210526315789474
felt touch,asd26,ASD,,calming,Recall,0.4,2.0694485253308637e-4,0.16504234351307084,0.07192347540530239,0.7272727272727273
felt touch,asd26,ASD,,calming,Precision,0.36363636363636365,-0.0011115328428021876,0.15102055395040218,0.06260585446168968,0.6666666666666666
felt touch,asd26,ASD,,calming,Specificity,0.8775510204081632,0.0014025716052278314,0.046346912387168857,0.7777777777777778,0.9607643881797604
felt touch,asd26,ASD,,calming,F1,0.380952380952381,-0.011624578130412233,0.13930146460527884,0.08352579599095092,0.631578947368421
felt touch,asd26,ASD,,calming,F1chance,0.2857142857142857,-0.004956909785786057,0.06954571849976071,0.15384615384615385,0.4
felt touch,asd26,ASD,,sadness,Recall,0.6,-0.007677111283109772,0.16573092289829885,0.25,0.9
felt touch,asd26,ASD,,sadness,Precision,0.6666666666666666,-0.0021806916123092712,0.16400725807704963,0.3333333333333333,1
felt touch,asd26,ASD,,sadness,Specificity,0.9215686274509803,-0.0010531586269654225,0.0375330248912934,0.8393038607648611,0.9811320754716981
felt touch,asd26,ASD,,sadness,F1,0.631578947368421,-0.0193457089104061,0.13864615627591997,0.3001954236215809,0.8421052631578948
felt touch,asd26,ASD,,sadness,F1chance,0.2857142857142857,-0.0030175195619612794,0.0678178366005219,0.15384615384615385,0.4210526315789474
