experiment,PID,group,Experimenter,task,trial,cued,response
felt touch,asd18,ASD,3,forced choice,44,calming,calming
felt touch,asd18,ASD,3,forced choice,45,happiness,other
felt touch,asd18,ASD,3,forced choice,46,love,love
felt touch,asd18,ASD,3,forced choice,47,gratitude,attention
felt touch,asd18,ASD,3,forced choice,48,sadness,calming
felt touch,asd18,ASD,3,forced choice,49,sadness,calming
felt touch,asd18,ASD,3,forced choice,50,love,love
felt touch,asd18,ASD,3,forced choice,51,gratitude,attention
felt touch,asd18,ASD,3,forced choice,52,happiness,other
felt touch,asd18,ASD,3,forced choice,53,attention,attention
felt touch,asd18,ASD,3,forced choice,54,calming,calming
felt touch,asd18,ASD,3,forced choice,55,attention,attention
felt touch,asd18,ASD,3,forced choice,56,gratitude,attention
felt touch,asd18,ASD,3,forced choice,57,happiness,other
felt touch,asd18,ASD,3,forced choice,58,sadness,calming
felt touch,asd18,ASD,3,forced choice,59,love,love
felt touch,asd18,ASD,3,forced choice,60,calming,calming
felt touch,asd20,ASD,3,forced choice,1,happiness,attention
felt touch,asd20,ASD,3,forced choice,2,gratitude,attention
felt touch,asd20,ASD,3,forced choice,3,attention,calming
felt touch,asd20,ASD,3,forced choice,4,love,love
felt touch,asd20,ASD,3,forced choice,5,calming,calming
felt touch,asd20,ASD,3,forced choice,6,sadness,calming
felt touch,asd20,ASD,3,forced choice,7,happiness,attention
felt touch,asd20,ASD,3,forced choice,8,calming,calming
felt touch,asd20,ASD,3,forced choice,9,gratitude,sadness
felt touch,asd20,ASD,3,forced choice,10,sadness,sadness
felt touch,asd20,ASD,3,forced choice,11,attention,attention
felt touch,asd20,ASD,3,forced choice,12,love,love
felt touch,asd20,ASD,3,forced choice,13,sadness,gratitude
felt touch,asd20,ASD,3,forced choice,14,attention,attention
felt touch,asd20,ASD,3,forced choice,15,happiness,attention
felt touch,asd20,ASD,3,forced choice,16,calming,calming
felt touch,asd20,ASD,3,forced choice,17,gratitude,attention
felt touch,asd20,ASD,3,forced choice,18,love,love
felt touch,asd20,ASD,3,forced choice,19,love,love
felt touch,asd20,ASD,3,forced choice,20,gratitude,attention
felt touch,asd20,ASD,3,forced choice,21,sadness,love
felt touch,asd20,ASD,3,forced choice,22,calming,happiness
felt touch,asd20,ASD,3,forced choice,23,happiness,happiness
felt touch,asd20,ASD,3,forced choice,24,attention,attention
felt touch,asd20,ASD,3,forced choice,25,attention,attention
felt touch,asd20,ASD,3,forced choice,26,happiness,attention
felt touch,asd20,ASD,3,forced choice,27,sadness,love
felt touch,asd20,ASD,3,forced choice,28,love,happiness
felt touch,asd20,ASD,3,forced choice,29,calming,sadness
felt touch,asd20,ASD,3,forced choice,30,gratitude,gratitude
felt touch,asd20,ASD,3,forced choice,31,happiness,attention
felt touch,asd20,ASD,3,forced choice,32,love,calming
felt touch,asd20,ASD,3,forced choice,33,calming,love
felt touch,asd20,ASD,3,forced choice,34,attention,attention
felt touch,asd20,ASD,3,forced choice,35,sadness,love
felt touch,asd20,ASD,3,forced choice,36,gratitude,attention
felt touch,asd20,ASD,3,forced choice,37,calming,love
felt touch,asd20,ASD,3,forced choice,38,happiness,attention
felt touch,asd20,ASD,3,forced choice,39,sadness,calming
felt touch,asd20,ASD,3,forced choice,40,attention,attention
felt touch,asd20,ASD,3,forced choice,41,love,love
felt touch,asd20,ASD,3,forced choice,42,gratitude,attention
felt touch,asd20,ASD,3,forced choice,43,happiness,attention
felt touch,asd20,ASD,3,forced choice,44,attention,calming
felt touch,asd20,ASD,3,forced choice,45,love,calming
felt touch,asd20,ASD,3,forced choice,46,sadness,love
felt touch,asd20,ASD,3,forced choice,47,calming,calming
felt touch,asd20,ASD,3,forced choice,48,gratitude,attention
felt touch,asd20,ASD,3,forced choice,49,gratitude,happiness
felt touch,asd20,ASD,3,forced choice,50,happiness,attention
felt touch,asd20,ASD,3,forced choice,51,love,calming
felt touch,asd20,ASD,3,forced choice,52,calming,love
felt touch,asd20,ASD,3,forced choice,53,sadness,calming
felt touch,asd20,ASD,3,forced choice,54,attention,attention
felt touch,asd20,ASD,3,forced choice,55,love,calming
felt touch,asd20,ASD,3,forced choice,56,calming,love
felt touch,asd20,ASD,3,forced choice,57,gratitude,attention
felt touch,asd20,ASD,3,forced choice,58,sadness,love
felt touch,asd20,ASD,3,forced choice,59,happiness,attention
felt touch,asd20,ASD,3,forced choice,60,attention,attention
felt touch,asd20a,ASD,1,forced choice,1,love,calming
felt touch,asd20a,ASD,1,forced choice,2,sadness,attention
felt touch,asd20a,ASD,1,forced choice,3,attention,attention
felt touch,asd20a,ASD,1,forced choice,4,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,5,happiness,attention
felt touch,asd20a,ASD,1,forced choice,6,calming,gratitude
felt touch,asd20a,ASD,1,forced choice,7,love,calming
felt touch,asd20a,ASD,1,forced choice,8,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,9,calming,gratitude
felt touch,asd20a,ASD,1,forced choice,10,sadness,gratitude
felt touch,asd20a,ASD,1,forced choice,11,happiness,attention
felt touch,asd20a,ASD,1,forced choice,12,attention,attention
felt touch,asd20a,ASD,1,forced choice,13,calming,calming
felt touch,asd20a,ASD,1,forced choice,14,attention,attention
felt touch,asd20a,ASD,1,forced choice,15,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,16,love,calming
felt touch,asd20a,ASD,1,forced choice,17,sadness,sadness
felt touch,asd20a,ASD,1,forced choice,18,happiness,attention
felt touch,asd20a,ASD,1,forced choice,19,sadness,gratitude
felt touch,asd20a,ASD,1,forced choice,20,happiness,attention
felt touch,asd20a,ASD,1,forced choice,21,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,22,calming,calming
felt touch,asd20a,ASD,1,forced choice,23,attention,attention
felt touch,asd20a,ASD,1,forced choice,24,love,love
felt touch,asd20a,ASD,1,forced choice,25,sadness,calming
felt touch,asd20a,ASD,1,forced choice,26,love,calming
felt touch,asd20a,ASD,1,forced choice,27,calming,gratitude
felt touch,asd20a,ASD,1,forced choice,28,attention,attention
felt touch,asd20a,ASD,1,forced choice,29,happiness,attention
felt touch,asd20a,ASD,1,forced choice,30,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,31,love,love
felt touch,asd20a,ASD,1,forced choice,32,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,33,calming,calming
felt touch,asd20a,ASD,1,forced choice,34,sadness,sadness
felt touch,asd20a,ASD,1,forced choice,35,happiness,attention
felt touch,asd20a,ASD,1,forced choice,36,attention,attention
felt touch,asd20a,ASD,1,forced choice,37,love,love
felt touch,asd20a,ASD,1,forced choice,38,sadness,gratitude
felt touch,asd20a,ASD,1,forced choice,39,calming,calming
felt touch,asd20a,ASD,1,forced choice,40,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,41,happiness,attention
felt touch,asd20a,ASD,1,forced choice,42,attention,attention
felt touch,asd20a,ASD,1,forced choice,43,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,44,love,love
felt touch,asd20a,ASD,1,forced choice,45,happiness,attention
felt touch,asd20a,ASD,1,forced choice,46,calming,calming
felt touch,asd20a,ASD,1,forced choice,47,sadness,sadness
felt touch,asd20a,ASD,1,forced choice,48,attention,attention
felt touch,asd20a,ASD,1,forced choice,49,love,love
felt touch,asd20a,ASD,1,forced choice,50,happiness,attention
felt touch,asd20a,ASD,1,forced choice,51,calming,calming
felt touch,asd20a,ASD,1,forced choice,52,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,53,attention,attention
felt touch,asd20a,ASD,1,forced choice,54,sadness,gratitude
felt touch,asd20a,ASD,1,forced choice,55,attention,attention
felt touch,asd20a,ASD,1,forced choice,56,sadness,gratitude
felt touch,asd20a,ASD,1,forced choice,57,love,love
felt touch,asd20a,ASD,1,forced choice,58,happiness,attention
felt touch,asd20a,ASD,1,forced choice,59,gratitude,happiness
felt touch,asd20a,ASD,1,forced choice,60,calming,calming
felt touch,asd21,ASD,1,forced choice,1,happiness,attention
felt touch,asd21,ASD,1,forced choice,2,calming,calming
felt touch,asd21,ASD,1,forced choice,3,attention,attention
felt touch,asd21,ASD,1,forced choice,4,sadness,love
felt touch,asd21,ASD,1,forced choice,5,gratitude,sadness
felt touch,asd21,ASD,1,forced choice,6,love,calming
felt touch,asd21,ASD,1,forced choice,7,gratitude,calming
felt touch,asd21,ASD,1,forced choice,8,attention,attention
felt touch,asd21,ASD,1,forced choice,9,calming,calming
felt touch,asd21,ASD,1,forced choice,10,sadness,calming
felt touch,asd21,ASD,1,forced choice,11,love,love
felt touch,asd21,ASD,1,forced choice,12,happiness,happiness
felt touch,asd21,ASD,1,forced choice,13,calming,calming
felt touch,asd21,ASD,1,forced choice,14,gratitude,calming
felt touch,asd21,ASD,1,forced choice,15,happiness,happiness
felt touch,asd21,ASD,1,forced choice,16,love,love
felt touch,asd21,ASD,1,forced choice,17,sadness,calming
felt touch,asd21,ASD,1,forced choice,18,attention,attention
felt touch,asd21,ASD,1,forced choice,19,love,love
felt touch,asd21,ASD,1,forced choice,20,gratitude,attention
felt touch,asd21,ASD,1,forced choice,21,happiness,happiness
felt touch,asd21,ASD,1,forced choice,22,attention,attention
felt touch,asd21,ASD,1,forced choice,23,calming,calming
felt touch,asd21,ASD,1,forced choice,24,sadness,love
felt touch,asd21,ASD,1,forced choice,25,calming,love
felt touch,asd21,ASD,1,forced choice,26,love,love
felt touch,asd21,ASD,1,forced choice,27,gratitude,attention
felt touch,asd21,ASD,1,forced choice,28,sadness,calming
felt touch,asd21,ASD,1,forced choice,29,attention,attention
felt touch,asd21,ASD,1,forced choice,30,happiness,happiness
felt touch,asd21,ASD,1,forced choice,31,love,love
felt touch,asd21,ASD,1,forced choice,32,gratitude,attention
felt touch,asd21,ASD,1,forced choice,33,attention,attention
felt touch,asd21,ASD,1,forced choice,34,happiness,love
felt touch,asd21,ASD,1,forced choice,35,sadness,calming
felt touch,asd21,ASD,1,forced choice,36,calming,calming
felt touch,asd21,ASD,1,forced choice,37,gratitude,attention
felt touch,asd21,ASD,1,forced choice,38,love,calming
felt touch,asd21,ASD,1,forced choice,39,happiness,happiness
felt touch,asd21,ASD,1,forced choice,40,sadness,calming
felt touch,asd21,ASD,1,forced choice,41,calming,calming
felt touch,asd21,ASD,1,forced choice,42,attention,attention
felt touch,asd21,ASD,1,forced choice,43,happiness,love
felt touch,asd21,ASD,1,forced choice,44,gratitude,attention
felt touch,asd21,ASD,1,forced choice,45,attention,attention
felt touch,asd21,ASD,1,forced choice,46,love,calming
felt touch,asd21,ASD,1,forced choice,47,sadness,calming
felt touch,asd21,ASD,1,forced choice,48,calming,calming
felt touch,asd21,ASD,1,forced choice,49,gratitude,attention
felt touch,asd21,ASD,1,forced choice,50,happiness,love
felt touch,asd21,ASD,1,forced choice,51,attention,attention
felt touch,asd21,ASD,1,forced choice,52,calming,calming
felt touch,asd21,ASD,1,forced choice,53,sadness,calming
felt touch,asd21,ASD,1,forced choice,54,love,love
felt touch,asd21,ASD,1,forced choice,55,love,love
felt touch,asd21,ASD,1,forced choice,56,happiness,love
felt touch,asd21,ASD,1,forced choice,57,attention,attention
felt touch,asd21,ASD,1,forced choice,58,calming,calming
felt touch,asd21,ASD,1,forced choice,59,sadness,calming
felt touch,asd21,ASD,1,forced choice,60,gratitude,attention
felt touch,asd22,ASD,1,forced choice,1,calming,calming
felt touch,asd22,ASD,1,forced choice,2,love,love
felt touch,asd22,ASD,1,forced choice,3,attention,attention
felt touch,asd22,ASD,1,forced choice,4,happiness,other
felt touch,asd22,ASD,1,forced choice,5,sadness,calming
felt touch,asd22,ASD,1,forced choice,6,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,7,sadness,love
felt touch,asd22,ASD,1,forced choice,8,attention,attention
felt touch,asd22,ASD,1,forced choice,9,gratitude,happiness
felt touch,asd22,ASD,1,forced choice,10,calming,love
felt touch,asd22,ASD,1,forced choice,11,love,sadness
felt touch,asd22,ASD,1,forced choice,12,happiness,attention
felt touch,asd22,ASD,1,forced choice,13,happiness,sadness
felt touch,asd22,ASD,1,forced choice,14,sadness,gratitude
felt touch,asd22,ASD,1,forced choice,15,love,sadness
felt touch,asd22,ASD,1,forced choice,16,gratitude,love
felt touch,asd22,ASD,1,forced choice,17,calming,calming
felt touch,asd22,ASD,1,forced choice,18,attention,attention
felt touch,asd22,ASD,1,forced choice,19,happiness,other
felt touch,asd22,ASD,1,forced choice,20,calming,calming
felt touch,asd22,ASD,1,forced choice,21,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,22,sadness,gratitude
felt touch,asd22,ASD,1,forced choice,23,love,calming
felt touch,asd22,ASD,1,forced choice,24,attention,attention
felt touch,asd22,ASD,1,forced choice,25,love,calming
felt touch,asd22,ASD,1,forced choice,26,sadness,sadness
felt touch,asd22,ASD,1,forced choice,27,gratitude,attention
felt touch,asd22,ASD,1,forced choice,28,happiness,happiness
felt touch,asd22,ASD,1,forced choice,29,calming,gratitude
felt touch,asd22,ASD,1,forced choice,30,attention,attention
felt touch,asd22,ASD,1,forced choice,31,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,32,sadness,sadness
felt touch,asd22,ASD,1,forced choice,33,happiness,other
felt touch,asd22,ASD,1,forced choice,34,love,love
felt touch,asd22,ASD,1,forced choice,35,calming,gratitude
felt touch,asd22,ASD,1,forced choice,36,attention,attention
felt touch,asd22,ASD,1,forced choice,37,happiness,attention
felt touch,asd22,ASD,1,forced choice,38,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,39,sadness,calming
felt touch,asd22,ASD,1,forced choice,40,love,sadness
felt touch,asd22,ASD,1,forced choice,41,attention,attention
felt touch,asd22,ASD,1,forced choice,42,calming,calming
felt touch,asd22,ASD,1,forced choice,43,love,calming
felt touch,asd22,ASD,1,forced choice,44,happiness,attention
felt touch,asd22,ASD,1,forced choice,45,attention,attention
felt touch,asd22,ASD,1,forced choice,46,calming,happiness
felt touch,asd22,ASD,1,forced choice,47,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,48,sadness,love
felt touch,asd22,ASD,1,forced choice,49,love,gratitude
felt touch,asd22,ASD,1,forced choice,50,attention,attention
felt touch,asd22,ASD,1,forced choice,51,sadness,calming
felt touch,asd22,ASD,1,forced choice,52,gratitude,attention
felt touch,asd22,ASD,1,forced choice,53,calming,calming
felt touch,asd22,ASD,1,forced choice,54,happiness,attention
felt touch,asd22,ASD,1,forced choice,55,happiness,attention
felt touch,asd22,ASD,1,forced choice,56,gratitude,gratitude
felt touch,asd22,ASD,1,forced choice,57,sadness,love
felt touch,asd22,ASD,1,forced choice,58,love,love
felt touch,asd22,ASD,1,forced choice,59,calming,calming
felt touch,asd22,ASD,1,forced choice,60,attention,sadness
felt touch,asd23,ASD,3,forced choice,1,sadness,calming
felt touch,asd23,ASD,3,forced choice,2,calming,calming
felt touch,asd23,ASD,3,forced choice,3,gratitude,attention
felt touch,asd23,ASD,3,forced choice,4,attention,attention
felt touch,asd23,ASD,3,forced choice,5,happiness,happiness
felt touch,asd23,ASD,3,forced choice,6,love,love
felt touch,asd23,ASD,3,forced choice,7,attention,attention
felt touch,asd23,ASD,3,forced choice,8,calming,calming
felt touch,asd23,ASD,3,forced choice,9,love,love
felt touch,asd23,ASD,3,forced choice,10,happiness,happiness
felt touch,asd23,ASD,3,forced choice,11,sadness,calming
felt touch,asd23,ASD,3,forced choice,12,gratitude,attention
felt touch,asd23,ASD,3,forced choice,13,gratitude,attention
felt touch,asd23,ASD,3,forced choice,14,love,love
felt touch,asd23,ASD,3,forced choice,15,attention,attention
felt touch,asd23,ASD,3,forced choice,16,sadness,calming
felt touch,asd23,ASD,3,forced choice,17,calming,calming
felt touch,asd23,ASD,3,forced choice,18,happiness,happiness
felt touch,asd23,ASD,3,forced choice,19,gratitude,attention
felt touch,asd23,ASD,3,forced choice,20,love,love
felt touch,asd23,ASD,3,forced choice,21,happiness,happiness
felt touch,asd23,ASD,3,forced choice,22,attention,attention
felt touch,asd23,ASD,3,forced choice,23,calming,calming
felt touch,asd23,ASD,3,forced choice,24,sadness,gratitude
felt touch,asd23,ASD,3,forced choice,25,happiness,happiness
felt touch,asd23,ASD,3,forced choice,26,attention,attention
felt touch,asd23,ASD,3,forced choice,27,calming,calming
felt touch,asd23,ASD,3,forced choice,28,sadness,other
felt touch,asd23,ASD,3,forced choice,29,love,love
felt touch,asd23,ASD,3,forced choice,30,gratitude,attention
felt touch,asd23,ASD,3,forced choice,31,happiness,happiness
felt touch,asd23,ASD,3,forced choice,32,attention,attention
felt touch,asd23,ASD,3,forced choice,33,love,love
felt touch,asd23,ASD,3,forced choice,34,sadness,calming
felt touch,asd23,ASD,3,forced choice,35,calming,calming
felt touch,asd23,ASD,3,forced choice,36,gratitude,happiness
felt touch,asd23,ASD,3,forced choice,37,love,love
felt touch,asd23,ASD,3,forced choice,38,attention,attention
felt touch,asd23,ASD,3,forced choice,39,happiness,happiness
felt touch,asd23,ASD,3,forced choice,40,sadness,calming
felt touch,asd23,ASD,3,forced choice,41,gratitude,happiness
felt touch,asd23,ASD,3,forced choice,42,calming,calming
felt touch,asd23,ASD,3,forced choice,43,sadness,calming
felt touch,asd23,ASD,3,forced choice,44,attention,attention
felt touch,asd23,ASD,3,forced choice,45,happiness,happiness
felt touch,asd23,ASD,3,forced choice,46,calming,calming
felt touch,asd23,ASD,3,forced choice,47,love,love
felt touch,asd23,ASD,3,forced choice,48,gratitude,happiness
felt touch,asd23,ASD,3,forced choice,49,happiness,happiness
felt touch,asd23,ASD,3,forced choice,50,sadness,calming
felt touch,asd23,ASD,3,forced choice,51,gratitude,happiness
felt touch,asd23,ASD,3,forced choice,52,calming,calming
felt touch,asd23,ASD,3,forced choice,53,attention,attention
felt touch,asd23,ASD,3,forced choice,54,love,love
felt touch,asd23,ASD,3,forced choice,55,sadness,calming
felt touch,asd23,ASD,3,forced choice,56,love,love
felt touch,asd23,ASD,3,forced choice,57,attention,attention
felt touch,asd23,ASD,3,forced choice,58,gratitude,happiness
felt touch,asd23,ASD,3,forced choice,59,happiness,happiness
felt touch,asd23,ASD,3,forced choice,60,calming,calming
felt touch,asd24,ASD,1,forced choice,1,happiness,other
felt touch,asd24,ASD,1,forced choice,2,attention,attention
felt touch,asd24,ASD,1,forced choice,3,gratitude,calming
felt touch,asd24,ASD,1,forced choice,4,calming,calming
felt touch,asd24,ASD,1,forced choice,5,sadness,sadness
felt touch,asd24,ASD,1,forced choice,6,love,love
felt touch,asd24,ASD,1,forced choice,7,love,calming
felt touch,asd24,ASD,1,forced choice,8,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,9,sadness,calming
felt touch,asd24,ASD,1,forced choice,10,calming,calming
felt touch,asd24,ASD,1,forced choice,11,happiness,other
felt touch,asd24,ASD,1,forced choice,12,attention,attention
felt touch,asd24,ASD,1,forced choice,13,happiness,other
felt touch,asd24,ASD,1,forced choice,14,love,calming
felt touch,asd24,ASD,1,forced choice,15,gratitude,happiness
felt touch,asd24,ASD,1,forced choice,16,attention,attention
felt touch,asd24,ASD,1,forced choice,17,calming,calming
felt touch,asd24,ASD,1,forced choice,18,sadness,sadness
felt touch,asd24,ASD,1,forced choice,19,happiness,other
felt touch,asd24,ASD,1,forced choice,20,sadness,sadness
felt touch,asd24,ASD,1,forced choice,21,love,love
felt touch,asd24,ASD,1,forced choice,22,calming,calming
felt touch,asd24,ASD,1,forced choice,23,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,24,attention,attention
felt touch,asd24,ASD,1,forced choice,25,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,26,love,love
felt touch,asd24,ASD,1,forced choice,27,calming,calming
felt touch,asd24,ASD,1,forced choice,28,sadness,sadness
felt touch,asd24,ASD,1,forced choice,29,happiness,other
felt touch,asd24,ASD,1,forced choice,30,attention,attention
felt touch,asd24,ASD,1,forced choice,31,happiness,other
felt touch,asd24,ASD,1,forced choice,32,calming,calming
felt touch,asd24,ASD,1,forced choice,33,love,love
felt touch,asd24,ASD,1,forced choice,34,sadness,sadness
felt touch,asd24,ASD,1,forced choice,35,attention,attention
felt touch,asd24,ASD,1,forced choice,36,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,37,sadness,calming
felt touch,asd24,ASD,1,forced choice,38,love,love
felt touch,asd24,ASD,1,forced choice,39,happiness,other
felt touch,asd24,ASD,1,forced choice,40,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,41,calming,calming
felt touch,asd24,ASD,1,forced choice,42,attention,attention
felt touch,asd24,ASD,1,forced choice,43,love,love
felt touch,asd24,ASD,1,forced choice,44,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,45,sadness,sadness
felt touch,asd24,ASD,1,forced choice,46,calming,calming
felt touch,asd24,ASD,1,forced choice,47,happiness,other
felt touch,asd24,ASD,1,forced choice,48,attention,attention
felt touch,asd24,ASD,1,forced choice,49,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,50,love,love
felt touch,asd24,ASD,1,forced choice,51,happiness,other
felt touch,asd24,ASD,1,forced choice,52,attention,attention
felt touch,asd24,ASD,1,forced choice,53,sadness,calming
felt touch,asd24,ASD,1,forced choice,54,calming,calming
felt touch,asd24,ASD,1,forced choice,55,attention,attention
felt touch,asd24,ASD,1,forced choice,56,calming,calming
felt touch,asd24,ASD,1,forced choice,57,love,love
felt touch,asd24,ASD,1,forced choice,58,gratitude,gratitude
felt touch,asd24,ASD,1,forced choice,59,sadness,sadness
felt touch,asd24,ASD,1,forced choice,60,happiness,other
felt touch,asd25,ASD,3,forced choice,1,attention,attention
felt touch,asd25,ASD,3,forced choice,2,gratitude,love
felt touch,asd25,ASD,3,forced choice,3,sadness,sadness
felt touch,asd25,ASD,3,forced choice,4,love,happiness
felt touch,asd25,ASD,3,forced choice,5,happiness,attention
felt touch,asd25,ASD,3,forced choice,6,calming,calming
felt touch,asd25,ASD,3,forced choice,7,gratitude,other
felt touch,asd25,ASD,3,forced choice,8,calming,calming
felt touch,asd25,ASD,3,forced choice,9,sadness,other
felt touch,asd25,ASD,3,forced choice,10,attention,attention
felt touch,asd25,ASD,3,forced choice,11,happiness,happiness
felt touch,asd25,ASD,3,forced choice,12,love,calming
felt touch,asd25,ASD,3,forced choice,13,love,sadness
felt touch,asd25,ASD,3,forced choice,14,sadness,gratitude
felt touch,asd25,ASD,3,forced choice,15,attention,attention
felt touch,asd25,ASD,3,forced choice,16,calming,calming
felt touch,asd25,ASD,3,forced choice,17,happiness,happiness
felt touch,asd25,ASD,3,forced choice,18,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,19,happiness,happiness
felt touch,asd25,ASD,3,forced choice,20,sadness,sadness
felt touch,asd25,ASD,3,forced choice,21,attention,attention
felt touch,asd25,ASD,3,forced choice,22,love,love
felt touch,asd25,ASD,3,forced choice,23,calming,calming
felt touch,asd25,ASD,3,forced choice,24,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,25,love,love
felt touch,asd25,ASD,3,forced choice,26,calming,calming
felt touch,asd25,ASD,3,forced choice,27,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,28,happiness,happiness
felt touch,asd25,ASD,3,forced choice,29,sadness,other
felt touch,asd25,ASD,3,forced choice,30,attention,attention
felt touch,asd25,ASD,3,forced choice,31,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,32,love,love
felt touch,asd25,ASD,3,forced choice,33,calming,calming
felt touch,asd25,ASD,3,forced choice,34,sadness,other
felt touch,asd25,ASD,3,forced choice,35,attention,attention
felt touch,asd25,ASD,3,forced choice,36,happiness,happiness
felt touch,asd25,ASD,3,forced choice,37,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,38,calming,calming
felt touch,asd25,ASD,3,forced choice,39,attention,attention
felt touch,asd25,ASD,3,forced choice,40,sadness,sadness
felt touch,asd25,ASD,3,forced choice,41,happiness,happiness
felt touch,asd25,ASD,3,forced choice,42,love,love
felt touch,asd25,ASD,3,forced choice,43,love,love
felt touch,asd25,ASD,3,forced choice,44,sadness,sadness
felt touch,asd25,ASD,3,forced choice,45,attention,attention
felt touch,asd25,ASD,3,forced choice,46,calming,calming
felt touch,asd25,ASD,3,forced choice,47,happiness,happiness
felt touch,asd25,ASD,3,forced choice,48,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,49,happiness,happiness
felt touch,asd25,ASD,3,forced choice,50,calming,calming
felt touch,asd25,ASD,3,forced choice,51,sadness,sadness
felt touch,asd25,ASD,3,forced choice,52,gratitude,gratitude
felt touch,asd25,ASD,3,forced choice,53,attention,attention
felt touch,asd25,ASD,3,forced choice,54,love,love
felt touch,asd25,ASD,3,forced choice,55,happiness,happiness
felt touch,asd25,ASD,3,forced choice,56,love,love
felt touch,asd25,ASD,3,forced choice,57,sadness,sadness
felt touch,asd25,ASD,3,forced choice,58,calming,calming
felt touch,asd25,ASD,3,forced choice,59,attention,attention
felt touch,asd25,ASD,3,forced choice,60,gratitude,gratitude
felt touch,asd26,ASD,3,forced choice,1,love,attention
felt touch,asd26,ASD,3,forced choice,2,calming,calming
felt touch,asd26,ASD,3,forced choice,3,gratitude,attention
felt touch,asd26,ASD,3,forced choice,4,sadness,gratitude
felt touch,asd26,ASD,3,forced choice,5,attention,attention
felt touch,asd26,ASD,3,forced choice,6,happiness,love
felt touch,asd26,ASD,3,forced choice,7,gratitude,happiness
felt touch,asd26,ASD,3,forced choice,8,calming,love
felt touch,asd26,ASD,3,forced choice,9,happiness,happiness
felt touch,asd26,ASD,3,forced choice,10,attention,attention
felt touch,asd26,ASD,3,forced choice,11,sadness,calming
felt touch,asd26,ASD,3,forced choice,12,love,sadness
felt touch,asd26,ASD,3,forced choice,13,happiness,happiness
felt touch,asd26,ASD,3,forced choice,14,sadness,sadness
felt touch,asd26,ASD,3,forced choice,15,calming,sadness
felt touch,asd26,ASD,3,forced choice,16,gratitude,gratitude
felt touch,asd26,ASD,3,forced choice,17,love,calming
felt touch,asd26,ASD,3,forced choice,18,attention,attention
felt touch,asd26,ASD,3,forced choice,19,gratitude,gratitude
felt touch,asd26,ASD,3,forced choice,20,love,love
felt touch,asd26,ASD,3,forced choice,21,calming,love
felt touch,asd26,ASD,3,forced choice,22,sadness,sadness
felt touch,asd26,ASD,3,forced choice,23,happiness,other
felt touch,asd26,ASD,3,forced choice,24,attention,attention
felt touch,asd26,ASD,3,forced choice,25,calming,love
felt touch,asd26,ASD,3,forced choice,26,love,calming
felt touch,asd26,ASD,3,forced choice,27,happiness,happiness
felt touch,asd26,ASD,3,forced choice,28,attention,attention
felt touch,asd26,ASD,3,forced choice,29,gratitude,other
felt touch,asd26,ASD,3,forced choice,30,sadness,sadness
felt touch,asd26,ASD,3,forced choice,31,love,sadness
felt touch,asd26,ASD,3,forced choice,32,attention,attention
felt touch,asd26,ASD,3,forced choice,33,sadness,sadness
felt touch,asd26,ASD,3,forced choice,34,gratitude,gratitude
felt touch,asd26,ASD,3,forced choice,35,calming,calming
felt touch,asd26,ASD,3,forced choice,36,happiness,other
felt touch,asd26,ASD,3,forced choice,37,sadness,calming
felt touch,asd26,ASD,3,forced choice,38,gratitude,other
felt touch,asd26,ASD,3,forced choice,39,happiness,other
felt touch,asd26,ASD,3,forced choice,40,calming,love
felt touch,asd26,ASD,3,forced choice,41,attention,other
felt touch,asd26,ASD,3,forced choice,42,love,love
felt touch,asd26,ASD,3,forced choice,43,calming,calming
felt touch,asd26,ASD,3,forced choice,44,attention,attention
felt touch,asd26,ASD,3,forced choice,45,gratitude,gratitude
felt touch,asd26,ASD,3,forced choice,46,happiness,happiness
felt touch,asd26,ASD,3,forced choice,47,sadness,calming
felt touch,asd26,ASD,3,forced choice,48,love,love
