experiment,PID,group,Experimenter,task,trial,cued,response
viewed touch,R_bpZKSycK13TLHwJ,Control,3,free text,5,sadness,2.5999999999999996
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,5,attention,-3.4000000000000004
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,6,calming,-0.8000000000000007
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,1,gratitude,4.4
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,2,happiness,3.4000000000000004
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,4,love,9.2
viewed touch,R_3HitAhOgoOyQ8iN,Control,3,forced choice,3,sadness,-6.6
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,3,attention,0.1999999999999993
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,1,calming,-2.4000000000000004
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,4,gratitude,1.4000000000000004
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,2,happiness,-1
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,5,love,0.5999999999999996
viewed touch,R_21j0rTJlKsZyaKL,Control,3,free text,6,sadness,-2.8
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,2,attention,-6
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,6,calming,3.8000000000000007
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,3,gratitude,-10
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,4,happiness,-10
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,5,love,10
viewed touch,R_2CrIYD6MZV848bT,Control,3,forced choice,1,sadness,4.800000000000001
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,2,attention,-10
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,3,calming,6.199999999999999
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,4,gratitude,-10
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,1,happiness,-10
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,5,love,7.399999999999999
viewed touch,R_DuyOlK8uSrEzTW1,ASD,3,free text,6,sadness,9.399999999999999
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,1,attention,-2
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,3,calming,9.600000000000001
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,2,gratitude,-2
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,4,happiness,-4.6
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,6,love,-8.2
viewed touch,R_2Btb86a0sGyB0Hl,Control,3,free text,5,sadness,8.399999999999999
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,2,attention,-6.2
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,6,calming,-2.5999999999999996
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,4,gratitude,-0.40000000000000036
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,3,happiness,0
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,1,love,10
viewed touch,R_vrwpqt1h2QWdNsJ,Control,3,forced choice,5,sadness,-2.5999999999999996
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,1,attention,-2.8
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,3,calming,10
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,4,gratitude,-4.6
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,5,happiness,4.199999999999999
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,6,love,10
viewed touch,R_2q44JuXjBZJvVtI,ASD,3,forced choice,2,sadness,0.1999999999999993
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,5,attention,-10
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,2,calming,6.800000000000001
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,1,gratitude,-3.8
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,4,happiness,-3.8
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,3,love,8.600000000000001
viewed touch,R_wXh0YTjsGDmVoVb,ASD,3,free text,6,sadness,-7
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,2,attention,10
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,4,calming,10
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,3,gratitude,10
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,5,happiness,7.199999999999999
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,6,love,9.399999999999999
viewed touch,R_2dHfj7dAs0fzddK,Control,3,free text,1,sadness,10
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,2,attention,-1.8000000000000007
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,4,calming,7.199999999999999
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,3,gratitude,-4.2
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,5,happiness,-5.6
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,6,love,-10
viewed touch,R_2ClzDR05jZBcSyf,Control,3,forced choice,1,sadness,5.6
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,3,attention,-10
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,2,calming,7.600000000000001
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,1,gratitude,-3
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,5,happiness,-10
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,4,love,10
viewed touch,R_3lKzOtQNJgt8RCp,ASD,3,free text,6,sadness,-3.4000000000000004
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,1,attention,-3
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,5,calming,-1
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,3,gratitude,-5.6
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,6,happiness,-7.4
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,4,love,-4.8
viewed touch,R_ue4cYZ0KxfG9spX,Control,3,free text,2,sadness,-4.6
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,1,attention,-0.5999999999999996
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,5,calming,4
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,6,gratitude,-1.4000000000000004
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,2,happiness,2.8000000000000007
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,4,love,10
viewed touch,R_21uIb37lY5Fwtfc,ASD,3,forced choice,3,sadness,3.8000000000000007
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,4,attention,-2.5999999999999996
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,3,calming,-4.6
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,5,gratitude,-4.4
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,2,happiness,1
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,1,love,8.399999999999999
viewed touch,R_2ypUDtUxDdt1eGg,Control,3,forced choice,6,sadness,-5.2
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,5,attention,-3
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,3,calming,-2
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,2,gratitude,3.1999999999999993
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,4,happiness,10
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,1,love,4
viewed touch,R_2zeye9XVamQcnYX,Control,3,free text,6,sadness,-6.4
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,1,attention,-5.4
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,5,calming,3.5999999999999996
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,4,gratitude,4.4
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,3,happiness,2
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,6,love,10
viewed touch,R_2S2oHwoBXqHkejj,ASD,3,free text,2,sadness,6.800000000000001
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,2,attention,-2.2
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,4,calming,1.5999999999999996
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,3,gratitude,-1.8000000000000007
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,5,happiness,-4.2
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,1,love,3.5999999999999996
viewed touch,R_2CwUdUbXSvdMV9F,Control,3,forced choice,6,sadness,2.1999999999999993
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,2,attention,-9.2
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,5,calming,-2
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,3,gratitude,2.4000000000000004
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,6,happiness,-5.4
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,4,love,10
viewed touch,R_12PZ3fRvApBemXj,Control,3,forced choice,1,sadness,5.4
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,1,attention,2.5999999999999996
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,6,calming,8.600000000000001
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,5,gratitude,0.5999999999999996
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,2,happiness,-4.4
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,4,love,9.2
viewed touch,R_3CPjNWWTYyeUfUQ,Control,3,free text,3,sadness,7.600000000000001
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,5,attention,1.1999999999999993
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,3,calming,9.8
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,4,gratitude,6
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,2,happiness,6.800000000000001
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,6,love,4.6
viewed touch,R_3HuEN0MZTrCa7Rj,Control,3,forced choice,1,sadness,8.2
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,5,attention,0.40000000000000036
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,1,calming,-5.2
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,6,gratitude,1.5999999999999996
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,4,happiness,6.399999999999999
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,3,love,-9
viewed touch,R_2dWvDauPFTp9ytu,Control,3,free text,2,sadness,1.4000000000000004
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,6,attention,6.800000000000001
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,4,calming,4
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,3,gratitude,-4.8
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,5,happiness,10
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,1,love,4
viewed touch,R_2THHedY0eKGKTcM,Control,3,forced choice,2,sadness,-3.8
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,6,attention,-7.2
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,4,calming,3.1999999999999993
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,5,gratitude,-6
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,1,happiness,0.5999999999999996
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,3,love,2.4000000000000004
viewed touch,R_2xDizOor3w10EXu,Control,3,free text,2,sadness,-1
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,2,attention,1.5999999999999996
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,1,calming,3.8000000000000007
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,6,gratitude,3
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,5,happiness,-1.8000000000000007
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,3,love,9
viewed touch,R_3KUcoc1L4zGUBHN,Control,3,forced choice,4,sadness,7.199999999999999
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,5,attention,-10
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,2,calming,0.1999999999999993
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,3,gratitude,-3.4000000000000004
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,4,happiness,3.1999999999999993
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,1,love,10
viewed touch,R_vSH3NwzmJivuid3,ASD,3,forced choice,6,sadness,5.4
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,1,attention,-6
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,3,calming,10
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,2,gratitude,6.199999999999999
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,5,happiness,-10
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,6,love,10
viewed touch,R_2zCHckOxfeZXIDO,Control,3,free text,4,sadness,10
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,3,attention,-8.8
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,2,calming,1.8000000000000007
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,6,gratitude,-5.2
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,4,happiness,2
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,5,love,10
viewed touch,R_wM2cSGe8QtCkjct,Control,3,free text,1,sadness,4
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,5,attention,3.5999999999999996
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,2,calming,7.399999999999999
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,6,gratitude,1.1999999999999993
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,3,happiness,3.4000000000000004
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,4,love,8.399999999999999
viewed touch,R_1E1hgLCsWPNdlG8,Control,3,forced choice,1,sadness,6.199999999999999
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,4,attention,2.4000000000000004
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,6,calming,6.800000000000001
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,5,gratitude,4.199999999999999
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,3,happiness,-0.8000000000000007
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,2,love,-5.2
viewed touch,R_3hsciovcqHyz7Vc,Control,3,forced choice,1,sadness,6
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,5,attention,2.5999999999999996
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,2,calming,8.2
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,1,gratitude,4.199999999999999
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,6,happiness,-0.8000000000000007
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,3,love,-4.6
viewed touch,R_0MSjHjrXqGqbQn7,Control,3,free text,4,sadness,-8
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,2,attention,1.4000000000000004
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,3,calming,10
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,4,gratitude,-3.8
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,1,happiness,2.8000000000000007
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,5,love,-10
viewed touch,R_2CEcEfV1HUsheRJ,ASD,3,forced choice,6,sadness,10
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,5,attention,-5
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,3,calming,-4.8
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,4,gratitude,-5
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,6,happiness,1.1999999999999993
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,1,love,10
viewed touch,R_OOvavv4lZZZ87DP,Control,3,forced choice,2,sadness,10
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,4,attention,-7
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,5,calming,7.199999999999999
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,3,gratitude,-1.5999999999999996
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,1,happiness,-6.4
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,6,love,-10
viewed touch,R_11ZzJT4kXwtiqcN,Control,3,free text,2,sadness,3.8000000000000007
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,3,attention,0
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,5,calming,8.600000000000001
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,1,gratitude,4
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,4,happiness,-3.5999999999999996
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,6,love,-7.6
viewed touch,R_3CHR7gv0IOivBct,Control,3,free text,2,sadness,6.600000000000001
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,2,attention,-4
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,4,calming,8.600000000000001
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,1,gratitude,4.6
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,3,happiness,-1
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,5,love,10
viewed touch,R_3EMSvXAT1ZriJYe,Control,3,forced choice,6,sadness,4.4
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,2,attention,0.1999999999999993
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,5,calming,9.8
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,1,gratitude,1.4000000000000004
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,3,happiness,2.4000000000000004
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,4,love,10
viewed touch,R_2CB85AMCpgsbVWY,Control,3,forced choice,6,sadness,3
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,6,attention,-9.8
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,4,calming,10
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,3,gratitude,-3.4000000000000004
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,1,happiness,-8.6
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,5,love,7.600000000000001
viewed touch,R_2xwMnj2MJDb09Ah,Control,3,free text,2,sadness,7
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,2,attention,1
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,5,calming,3.1999999999999993
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,4,gratitude,1
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,1,happiness,1
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,6,love,3.4000000000000004
viewed touch,R_Z2hwxB0KG3pZycV,Control,3,forced choice,3,sadness,1
viewed touch,R_11ay77avichjVEe,ASD,3,free text,6,attention,1.1999999999999993
viewed touch,R_11ay77avichjVEe,ASD,3,free text,1,calming,-7.4
viewed touch,R_11ay77avichjVEe,ASD,3,free text,5,gratitude,3.4000000000000004
viewed touch,R_11ay77avichjVEe,ASD,3,free text,4,happiness,-2
viewed touch,R_11ay77avichjVEe,ASD,3,free text,2,love,-4.4
viewed touch,R_11ay77avichjVEe,ASD,3,free text,3,sadness,-9
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,1,attention,2
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,3,calming,5.800000000000001
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,4,gratitude,-1.4000000000000004
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,5,happiness,-6.2
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,2,love,-4.8
viewed touch,R_DSOkAzM0gHFMbrb,Control,3,forced choice,6,sadness,1.5999999999999996
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,3,attention,4.6
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,4,calming,1.1999999999999993
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,1,gratitude,4.800000000000001
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,2,happiness,9.2
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,6,love,7.199999999999999
viewed touch,R_332xQPQ4R0p6fDi,Control,3,free text,5,sadness,1.1999999999999993
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,4,attention,0.1999999999999993
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,2,calming,3
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,1,gratitude,4.4
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,3,happiness,-10
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,6,love,-10
viewed touch,R_12bWn129WCtDnR4,ASD,3,forced choice,5,sadness,1.4000000000000004
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,5,attention,-9.2
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,4,calming,10
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,3,gratitude,6.600000000000001
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,6,happiness,2.5999999999999996
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,2,love,10
viewed touch,R_3j9D3GClAgCmMro,Control,3,free text,1,sadness,-1.8000000000000007
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,1,attention,4.800000000000001
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,5,calming,3
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,2,gratitude,-2
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,4,happiness,7
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,3,love,5.199999999999999
viewed touch,R_Re5zGBlOqvLdX5D,Control,3,forced choice,6,sadness,-7.6
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,4,attention,0.1999999999999993
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,6,calming,-2
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,1,gratitude,-1.1999999999999993
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,2,happiness,3.4000000000000004
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,3,love,8.399999999999999
viewed touch,R_2tfHWX6jKUCGfhU,Control,3,forced choice,5,sadness,-4.4
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,3,attention,0.1999999999999993
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,4,calming,-10
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,6,gratitude,-4.2
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,2,happiness,-6
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,1,love,-5.6
viewed touch,R_1jv6QYc5bKIV3TU,Control,3,free text,5,sadness,2.5999999999999996
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,6,attention,-3.4000000000000004
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,4,calming,4
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,5,gratitude,3
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,2,happiness,-4.2
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,1,love,-3
viewed touch,R_3lRiWXHGoht96yw,Control,3,free text,3,sadness,6.399999999999999
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,1,attention,-2.8
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,3,calming,10
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,2,gratitude,10
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,4,happiness,-7
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,5,love,10
viewed touch,R_1mz96W0RjzImNcM,Control,3,free text,6,sadness,-2.8
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,3,attention,-10
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,1,calming,-10
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,2,gratitude,-10
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,4,happiness,-10
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,6,love,-7.6
viewed touch,R_3g6PVaYmtBq0oZ3,Control,3,forced choice,5,sadness,-10
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,3,attention,-3.4000000000000004
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,5,calming,7.399999999999999
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,2,gratitude,7
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,1,happiness,0.5999999999999996
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,4,love,10
viewed touch,R_294ghCYZa5fDh5p,Control,3,free text,6,sadness,4
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,5,attention,-1.4000000000000004
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,4,calming,-3.2
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,3,gratitude,-7.6
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,1,happiness,-3.8
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,6,love,2.8000000000000007
viewed touch,R_3n6nxQ3KruWH8PX,Control,3,forced choice,2,sadness,1.5999999999999996
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,2,attention,-3
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,3,calming,-5.6
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,1,gratitude,-2.8
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,6,happiness,3.4000000000000004
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,5,love,-10
viewed touch,R_YS37ZXqdSx3kKOJ,Control,3,forced choice,4,sadness,9.2
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,1,attention,3.8000000000000007
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,5,calming,10
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,3,gratitude,8.2
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,2,happiness,7.399999999999999
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,6,love,7.399999999999999
viewed touch,R_ZEU7MICncl7ZxTP,Control,3,free text,4,sadness,-2.2
viewed touch,R_2CrFpwUVkj0e8I1,ASD,3,forced choice,2,attention,-9
