trial,cued,response,group,PID
57,gratitude,gratitude,ASD,asd27
58,attention,attention,ASD,asd27
59,happiness,happiness,ASD,asd27
60,calming,calming,ASD,asd27
1,love,other,ASD,asd28
2,gratitude,attention,ASD,asd28
3,sadness,love,ASD,asd28
4,attention,attention,ASD,asd28
5,happiness,other,ASD,asd28
6,calming,sadness,ASD,asd28
7,calming,calming,ASD,asd28
8,attention,attention,ASD,asd28
9,sadness,sadness,ASD,asd28
10,love,love,ASD,asd28
11,happiness,happiness,ASD,asd28
12,gratitude,calming,ASD,asd28
13,gratitude,calming,ASD,asd28
14,happiness,attention,ASD,asd28
15,calming,calming,ASD,asd28
16,love,love,ASD,asd28
17,attention,attention,ASD,asd28
18,sadness,sadness,ASD,asd28
19,sadness,sadness,ASD,asd28
20,happiness,attention,ASD,asd28
21,love,love,ASD,asd28
22,attention,attention,ASD,asd28
23,calming,calming,ASD,asd28
24,gratitude,sadness,ASD,asd28
25,calming,calming,ASD,asd28
26,happiness,attention,ASD,asd28
27,gratitude,gratitude,ASD,asd28
28,attention,attention,ASD,asd28
29,sadness,gratitude,ASD,asd28
30,love,love,ASD,asd28
31,gratitude,calming,ASD,asd28
32,love,love,ASD,asd28
33,sadness,sadness,ASD,asd28
34,attention,attention,ASD,asd28
35,happiness,attention,ASD,asd28
36,calming,calming,ASD,asd28
37,attention,attention,ASD,asd28
38,happiness,attention,ASD,asd28
39,gratitude,sadness,ASD,asd28
40,calming,calming,ASD,asd28
41,love,love,ASD,asd28
42,sadness,sadness,ASD,asd28
43,love,love,ASD,asd28
44,calming,calming,ASD,asd28
45,happiness,attention,ASD,asd28
46,attention,attention,ASD,asd28
47,sadness,sadness,ASD,asd28
48,gratitude,gratitude,ASD,asd28
49,happiness,attention,ASD,asd28
50,love,love,ASD,asd28
51,calming,calming,ASD,asd28
52,gratitude,gratitude,ASD,asd28
53,attention,attention,ASD,asd28
54,sadness,sadness,ASD,asd28
55,love,love,ASD,asd28
56,calming,calming,ASD,asd28
57,sadness,sadness,ASD,asd28
58,happiness,attention,ASD,asd28
59,gratitude,gratitude,ASD,asd28
60,attention,attention,ASD,asd28
1,happiness,attention,ASD,asd29
2,attention,attention,ASD,asd29
3,sadness,calming,ASD,asd29
4,calming,gratitude,ASD,asd29
5,gratitude,gratitude,ASD,asd29
6,love,love,ASD,asd29
7,happiness,attention,ASD,asd29
8,gratitude,gratitude,ASD,asd29
9,calming,calming,ASD,asd29
10,attention,attention,ASD,asd29
11,sadness,gratitude,ASD,asd29
12,love,love,ASD,asd29
13,calming,calming,ASD,asd29
14,gratitude,gratitude,ASD,asd29
15,sadness,sadness,ASD,asd29
16,love,love,ASD,asd29
17,attention,attention,ASD,asd29
18,happiness,attention,ASD,asd29
19,happiness,other,ASD,asd29
20,love,love,ASD,asd29
21,gratitude,gratitude,ASD,asd29
22,sadness,calming,ASD,asd29
23,calming,calming,ASD,asd29
24,attention,attention,ASD,asd29
25,sadness,gratitude,ASD,asd29
26,love,love,ASD,asd29
27,gratitude,gratitude,ASD,asd29
28,attention,attention,ASD,asd29
29,happiness,other,ASD,asd29
30,calming,calming,ASD,asd29
31,sadness,gratitude,ASD,asd29
32,happiness,other,ASD,asd29
33,attention,attention,ASD,asd29
34,calming,calming,ASD,asd29
35,love,love,ASD,asd29
36,gratitude,gratitude,ASD,asd29
37,attention,attention,ASD,asd29
38,happiness,other,ASD,asd29
39,gratitude,gratitude,ASD,asd29
40,love,love,ASD,asd29
41,calming,calming,ASD,asd29
42,sadness,gratitude,ASD,asd29
43,happiness,other,ASD,asd29
44,sadness,calming,ASD,asd29
45,calming,love,ASD,asd29
46,attention,attention,ASD,asd29
47,gratitude,gratitude,ASD,asd29
48,love,love,ASD,asd29
49,attention,attention,ASD,asd29
50,calming,calming,ASD,asd29
51,gratitude,happiness,ASD,asd29
52,sadness,gratitude,ASD,asd29
53,happiness,other,ASD,asd29
54,love,love,ASD,asd29
55,calming,love,ASD,asd29
56,gratitude,happiness,ASD,asd29
57,happiness,other,ASD,asd29
58,sadness,gratitude,ASD,asd29
59,love,love,ASD,asd29
60,attention,attention,ASD,asd29
1,love,calming,ASD,asd3
2,sadness,sadness,ASD,asd3
3,attention,attention,ASD,asd3
4,calming,calming,ASD,asd3
5,happiness,attention,ASD,asd3
6,gratitude,attention,ASD,asd3
7,love,calming,ASD,asd3
8,sadness,sadness,ASD,asd3
9,attention,attention,ASD,asd3
10,happiness,attention,ASD,asd3
11,gratitude,attention,ASD,asd3
12,calming,love,ASD,asd3
13,happiness,attention,ASD,asd3
14,gratitude,attention,ASD,asd3
15,attention,attention,ASD,asd3
16,sadness,sadness,ASD,asd3
17,love,calming,ASD,asd3
18,calming,love,ASD,asd3
19,love,calming,ASD,asd3
20,gratitude,attention,ASD,asd3
21,calming,love,ASD,asd3
22,attention,attention,ASD,asd3
23,sadness,sadness,ASD,asd3
24,happiness,attention,ASD,asd3
25,calming,love,ASD,asd3
26,love,calming,ASD,asd3
27,attention,attention,ASD,asd3
28,gratitude,attention,ASD,asd3
29,sadness,sadness,ASD,asd3
30,happiness,attention,ASD,asd3
31,attention,attention,ASD,asd3
32,calming,love,ASD,asd3
33,gratitude,attention,ASD,asd3
34,sadness,sadness,ASD,asd3
35,happiness,attention,ASD,asd3
36,love,calming,ASD,asd3
37,sadness,sadness,ASD,asd3
38,calming,love,ASD,asd3
39,love,calming,ASD,asd3
40,attention,attention,ASD,asd3
41,happiness,attention,ASD,asd3
42,gratitude,attention,ASD,asd3
43,calming,love,ASD,asd3
44,gratitude,attention,ASD,asd3
45,love,calming,ASD,asd3
46,happiness,attention,ASD,asd3
47,sadness,sadness,ASD,asd3
48,attention,attention,ASD,asd3
49,gratitude,attention,ASD,asd3
50,attention,attention,ASD,asd3
51,happiness,attention,ASD,asd3
52,calming,love,ASD,asd3
53,love,calming,ASD,asd3
54,sadness,sadness,ASD,asd3
55,calming,love,ASD,asd3
56,sadness,sadness,ASD,asd3
57,gratitude,attention,ASD,asd3
58,love,calming,ASD,asd3
59,happiness,attention,ASD,asd3
60,attention,attention,ASD,asd3
1,happiness,attention,ASD,asd30
2,gratitude,calming,ASD,asd30
3,calming,love,ASD,asd30
4,attention,attention,ASD,asd30
5,love,calming,ASD,asd30
6,sadness,love,ASD,asd30
7,attention,attention,ASD,asd30
8,love,calming,ASD,asd30
9,happiness,happiness,ASD,asd30
10,gratitude,gratitude,ASD,asd30
11,sadness,gratitude,ASD,asd30
12,calming,love,ASD,asd30
13,happiness,attention,ASD,asd30
14,gratitude,gratitude,ASD,asd30
15,calming,calming,ASD,asd30
16,attention,attention,ASD,asd30
17,love,love,ASD,asd30
18,sadness,calming,ASD,asd30
19,happiness,happiness,ASD,asd30
20,calming,love,ASD,asd30
21,sadness,sadness,ASD,asd30
22,gratitude,gratitude,ASD,asd30
23,attention,attention,ASD,asd30
24,love,love,ASD,asd30
25,sadness,sadness,ASD,asd30
26,attention,attention,ASD,asd30
27,gratitude,calming,ASD,asd30
28,calming,calming,ASD,asd30
29,love,love,ASD,asd30
30,happiness,happiness,ASD,asd30
31,gratitude,attention,ASD,asd30
32,calming,calming,ASD,asd30
33,love,love,ASD,asd30
34,sadness,sadness,ASD,asd30
35,happiness,attention,ASD,asd30
36,attention,attention,ASD,asd30
37,love,love,ASD,asd30
38,sadness,calming,ASD,asd30
39,happiness,attention,ASD,asd30
40,attention,attention,ASD,asd30
41,gratitude,happiness,ASD,asd30
42,calming,calming,ASD,asd30
43,sadness,sadness,ASD,asd30
44,love,attention,ASD,asd30
45,gratitude,calming,ASD,asd30
46,calming,love,ASD,asd30
47,attention,attention,ASD,asd30
48,happiness,happiness,ASD,asd30
49,attention,attention,ASD,asd30
50,gratitude,gratitude,ASD,asd30
51,happiness,happiness,ASD,asd30
52,love,love,ASD,asd30
53,calming,calming,ASD,asd30
54,sadness,sadness,ASD,asd30
55,love,attention,ASD,asd30
56,attention,attention,ASD,asd30
57,gratitude,happiness,ASD,asd30
58,sadness,happiness,ASD,asd30
59,calming,happiness,ASD,asd30
60,happiness,happiness,ASD,asd30
1,gratitude,attention,ASD,asd31
2,sadness,love,ASD,asd31
3,attention,attention,ASD,asd31
4,love,calming,ASD,asd31
5,calming,love,ASD,asd31
6,happiness,happiness,ASD,asd31
7,sadness,love,ASD,asd31
8,happiness,other,ASD,asd31
9,attention,attention,ASD,asd31
10,calming,love,ASD,asd31
11,gratitude,attention,ASD,asd31
12,love,gratitude,ASD,asd31
13,calming,love,ASD,asd31
14,happiness,happiness,ASD,asd31
15,attention,attention,ASD,asd31
16,sadness,calming,ASD,asd31
17,love,gratitude,ASD,asd31
18,gratitude,attention,ASD,asd31
19,happiness,happiness,ASD,asd31
20,sadness,calming,ASD,asd31
21,attention,attention,ASD,asd31
22,calming,love,ASD,asd31
23,love,gratitude,ASD,asd31
24,gratitude,attention,ASD,asd31
25,sadness,calming,ASD,asd31
26,calming,love,ASD,asd31
27,happiness,attention,ASD,asd31
28,love,gratitude,ASD,asd31
29,gratitude,attention,ASD,asd31
30,attention,attention,ASD,asd31
31,gratitude,attention,ASD,asd31
32,happiness,happiness,ASD,asd31
33,sadness,calming,ASD,asd31
34,attention,attention,ASD,asd31
35,love,calming,ASD,asd31
36,calming,love,ASD,asd31
37,gratitude,attention,ASD,asd31
38,calming,love,ASD,asd31
39,happiness,happiness,ASD,asd31
40,sadness,calming,ASD,asd31
41,love,love,ASD,asd31
42,attention,attention,ASD,asd31
43,love,love,ASD,asd31
44,sadness,calming,ASD,asd31
45,attention,attention,ASD,asd31
46,gratitude,attention,ASD,asd31
47,calming,calming,ASD,asd31
48,happiness,happiness,ASD,asd31
49,love,love,ASD,asd31
50,happiness,attention,ASD,asd31
51,sadness,calming,ASD,asd31
52,attention,attention,ASD,asd31
53,gratitude,attention,ASD,asd31
54,calming,calming,ASD,asd31
55,gratitude,attention,ASD,asd31
56,calming,calming,ASD,asd31
57,attention,attention,ASD,asd31
58,sadness,calming,ASD,asd31
59,love,gratitude,ASD,asd31
60,happiness,happiness,ASD,asd31
1,gratitude,calming,ASD,asd32
2,attention,attention,ASD,asd32
3,sadness,sadness,ASD,asd32
4,love,calming,ASD,asd32
5,calming,love,ASD,asd32
6,happiness,gratitude,ASD,asd32
7,happiness,attention,ASD,asd32
8,calming,calming,ASD,asd32
9,sadness,other,ASD,asd32
10,attention,attention,ASD,asd32
11,love,calming,ASD,asd32
12,gratitude,gratitude,ASD,asd32
13,attention,attention,ASD,asd32
14,calming,love,ASD,asd32
15,sadness,gratitude,ASD,asd32
16,love,calming,ASD,asd32
17,gratitude,gratitude,ASD,asd32
18,happiness,attention,ASD,asd32
19,calming,sadness,ASD,asd32
20,love,calming,ASD,asd32
21,happiness,attention,ASD,asd32
22,gratitude,gratitude,ASD,asd32
23,sadness,sadness,ASD,asd32
24,attention,attention,ASD,asd32
25,love,calming,ASD,asd32
26,sadness,other,ASD,asd32
27,gratitude,happiness,ASD,asd32
28,calming,calming,ASD,asd32
29,attention,attention,ASD,asd32
30,happiness,happiness,ASD,asd32
31,happiness,attention,ASD,asd32
32,attention,attention,ASD,asd32
33,calming,love,ASD,asd32
34,gratitude,gratitude,ASD,asd32
35,love,calming,ASD,asd32
36,sadness,sadness,ASD,asd32
37,calming,love,ASD,asd32
38,attention,attention,ASD,asd32
39,gratitude,gratitude,ASD,asd32
40,sadness,calming,ASD,asd32
41,love,calming,ASD,asd32
42,happiness,happiness,ASD,asd32
43,happiness,happiness,ASD,asd32
44,sadness,sadness,ASD,asd32
45,calming,love,ASD,asd32
46,love,calming,ASD,asd32
47,gratitude,gratitude,ASD,asd32
48,attention,attention,ASD,asd32
49,happiness,happiness,ASD,asd32
50,gratitude,gratitude,ASD,asd32
51,attention,attention,ASD,asd32
52,sadness,sadness,ASD,asd32
53,love,calming,ASD,asd32
54,calming,calming,ASD,asd32
55,calming,calming,ASD,asd32
56,sadness,sadness,ASD,asd32
57,love,calming,ASD,asd32
58,attention,attention,ASD,asd32
59,gratitude,gratitude,ASD,asd32
60,happiness,happiness,ASD,asd32
1,happiness,other,ASD,asd33
2,sadness,love,ASD,asd33
3,gratitude,attention,ASD,asd33
4,attention,attention,ASD,asd33
5,love,love,ASD,asd33
6,calming,calming,ASD,asd33
7,love,other,ASD,asd33
8,sadness,calming,ASD,asd33
9,attention,attention,ASD,asd33
10,gratitude,attention,ASD,asd33
11,calming,calming,ASD,asd33
12,happiness,happiness,ASD,asd33
13,calming,calming,ASD,asd33
14,sadness,love,ASD,asd33
15,love,calming,ASD,asd33
16,gratitude,gratitude,ASD,asd33
17,attention,attention,ASD,asd33
18,happiness,happiness,ASD,asd33
19,calming,happiness,ASD,asd33
20,gratitude,other,ASD,asd33
21,attention,attention,ASD,asd33
22,happiness,other,ASD,asd33
23,love,other,ASD,asd33
24,sadness,calming,ASD,asd33
25,gratitude,calming,ASD,asd33
26,attention,attention,ASD,asd33
27,sadness,love,ASD,asd33
28,calming,love,ASD,asd33
29,happiness,other,ASD,asd33
30,love,love,ASD,asd33
31,happiness,attention,ASD,asd33
32,sadness,calming,ASD,asd33
33,calming,love,ASD,asd33
34,gratitude,love,ASD,asd33
35,attention,attention,ASD,asd33
36,love,other,ASD,asd33
37,love,other,ASD,asd33
38,attention,attention,ASD,asd33
39,gratitude,attention,ASD,asd33
40,happiness,happiness,ASD,asd33
41,calming,love,ASD,asd33
42,sadness,calming,ASD,asd33
43,calming,calming,ASD,asd33
44,love,sadness,ASD,asd33
45,sadness,calming,ASD,asd33
46,gratitude,attention,ASD,asd33
47,attention,attention,ASD,asd33
48,happiness,other,ASD,asd33
49,sadness,love,ASD,asd33
50,attention,attention,ASD,asd33
51,love,other,ASD,asd33
52,gratitude,attention,ASD,asd33
53,calming,calming,ASD,asd33
54,happiness,happiness,ASD,asd33
55,gratitude,attention,ASD,asd33
56,calming,love,ASD,asd33
57,love,other,ASD,asd33
58,happiness,happiness,ASD,asd33
59,attention,attention,ASD,asd33
60,sadness,love,ASD,asd33
1,sadness,calming,ASD,asd4
2,happiness,happiness,ASD,asd4
3,calming,calming,ASD,asd4
4,attention,attention,ASD,asd4
5,love,love,ASD,asd4
6,gratitude,attention,ASD,asd4
7,gratitude,attention,ASD,asd4
8,happiness,happiness,ASD,asd4
9,calming,sadness,ASD,asd4
10,sadness,calming,ASD,asd4
11,attention,attention,ASD,asd4
12,love,love,ASD,asd4
13,love,love,ASD,asd4
14,attention,attention,ASD,asd4
15,happiness,happiness,ASD,asd4
16,sadness,sadness,ASD,asd4
17,gratitude,attention,ASD,asd4
18,calming,gratitude,ASD,asd4
19,calming,love,ASD,asd4
20,love,love,ASD,asd4
21,attention,attention,ASD,asd4
22,sadness,gratitude,ASD,asd4
23,gratitude,attention,ASD,asd4
24,happiness,happiness,ASD,asd4
25,sadness,sadness,ASD,asd4
26,gratitude,attention,ASD,asd4
27,love,love,ASD,asd4
28,calming,gratitude,ASD,asd4
29,attention,attention,ASD,asd4
30,happiness,happiness,ASD,asd4
31,calming,gratitude,ASD,asd4
32,love,love,ASD,asd4
33,attention,attention,ASD,asd4
34,gratitude,attention,ASD,asd4
35,happiness,happiness,ASD,asd4
36,sadness,sadness,ASD,asd4
37,sadness,gratitude,ASD,asd4
38,love,love,ASD,asd4
39,gratitude,attention,ASD,asd4
40,happiness,happiness,ASD,asd4
41,attention,attention,ASD,asd4
42,calming,love,ASD,asd4
43,happiness,happiness,ASD,asd4
44,attention,attention,ASD,asd4
45,love,love,ASD,asd4
46,gratitude,attention,ASD,asd4
47,sadness,sadness,ASD,asd4
48,calming,love,ASD,asd4
49,gratitude,attention,ASD,asd4
50,sadness,gratitude,ASD,asd4
51,calming,gratitude,ASD,asd4
52,happiness,happiness,ASD,asd4
53,love,love,ASD,asd4
54,attention,attention,ASD,asd4
55,sadness,sadness,ASD,asd4
56,attention,attention,ASD,asd4
57,love,love,ASD,asd4
58,happiness,happiness,ASD,asd4
59,gratitude,attention,ASD,asd4
60,calming,calming,ASD,asd4
1,love,love,ASD,asd5
2,happiness,other,ASD,asd5
3,attention,attention,ASD,asd5
4,calming,calming,ASD,asd5
5,gratitude,other,ASD,asd5
6,sadness,calming,ASD,asd5
7,happiness,happiness,ASD,asd5
8,gratitude,other,ASD,asd5
9,attention,attention,ASD,asd5
10,sadness,sadness,ASD,asd5
11,love,love,ASD,asd5
12,calming,other,ASD,asd5
13,love,love,ASD,asd5
14,gratitude,other,ASD,asd5
15,attention,other,ASD,asd5
16,sadness,other,ASD,asd5
17,happiness,other,ASD,asd5
18,calming,calming,ASD,asd5
19,gratitude,other,ASD,asd5
20,attention,attention,ASD,asd5
21,happiness,other,ASD,asd5
22,sadness,calming,ASD,asd5
23,calming,calming,ASD,asd5
24,love,other,ASD,asd5
25,sadness,calming,ASD,asd5
26,attention,attention,ASD,asd5
27,love,love,ASD,asd5
28,happiness,other,ASD,asd5
29,calming,other,ASD,asd5
30,gratitude,other,ASD,asd5
31,love,love,ASD,asd5
32,sadness,sadness,ASD,asd5
33,gratitude,other,ASD,asd5
34,calming,calming,ASD,asd5
35,happiness,other,ASD,asd5
36,attention,attention,ASD,asd5
37,sadness,other,ASD,asd5
38,happiness,other,ASD,asd5
39,gratitude,other,ASD,asd5
40,love,love,ASD,asd5
41,attention,attention,ASD,asd5
42,calming,calming,ASD,asd5
43,gratitude,other,ASD,asd5
44,sadness,other,ASD,asd5
45,attention,attention,ASD,asd5
46,happiness,other,ASD,asd5
47,calming,calming,ASD,asd5
48,love,love,ASD,asd5
49,sadness,other,ASD,asd5
50,gratitude,other,ASD,asd5
51,happiness,other,ASD,asd5
52,attention,attention,ASD,asd5
53,calming,calming,ASD,asd5
54,love,love,ASD,asd5
55,happiness,other,ASD,asd5
56,gratitude,other,ASD,asd5
57,calming,other,ASD,asd5
58,love,love,ASD,asd5
59,sadness,other,ASD,asd5
60,attention,attention,ASD,asd5
1,gratitude,attention,ASD,asd6
2,sadness,calming,ASD,asd6
3,attention,attention,ASD,asd6
4,calming,calming,ASD,asd6
5,happiness,other,ASD,asd6
6,love,love,ASD,asd6
7,calming,calming,ASD,asd6
8,happiness,other,ASD,asd6
9,love,love,ASD,asd6
10,gratitude,happiness,ASD,asd6
11,attention,attention,ASD,asd6
12,sadness,sadness,ASD,asd6
13,love,love,ASD,asd6
14,calming,calming,ASD,asd6
15,happiness,other,ASD,asd6
16,attention,attention,ASD,asd6
17,sadness,gratitude,ASD,asd6
18,gratitude,happiness,ASD,asd6
19,happiness,other,ASD,asd6
20,sadness,sadness,ASD,asd6
21,attention,attention,ASD,asd6
22,calming,calming,ASD,asd6
23,love,love,ASD,asd6
24,gratitude,happiness,ASD,asd6
25,happiness,other,ASD,asd6
26,love,love,ASD,asd6
27,calming,calming,ASD,asd6
28,attention,attention,ASD,asd6
29,gratitude,gratitude,ASD,asd6
30,sadness,gratitude,ASD,asd6
31,sadness,calming,ASD,asd6
32,gratitude,happiness,ASD,asd6
33,love,love,ASD,asd6
34,attention,attention,ASD,asd6
35,happiness,other,ASD,asd6
36,calming,calming,ASD,asd6
37,sadness,sadness,ASD,asd6
38,happiness,other,ASD,asd6
39,calming,love,ASD,asd6
40,attention,attention,ASD,asd6
41,love,love,ASD,asd6
42,gratitude,happiness,ASD,asd6
43,attention,attention,ASD,asd6
44,gratitude,gratitude,ASD,asd6
45,happiness,other,ASD,asd6
46,sadness,calming,ASD,asd6
47,love,love,ASD,asd6
48,calming,calming,ASD,asd6
49,attention,attention,ASD,asd6
50,sadness,sadness,ASD,asd6
51,gratitude,happiness,ASD,asd6
52,happiness,other,ASD,asd6
53,calming,love,ASD,asd6
54,love,love,ASD,asd6
55,attention,attention,ASD,asd6
56,gratitude,happiness,ASD,asd6
57,happiness,other,ASD,asd6
58,love,love,ASD,asd6
59,calming,calming,ASD,asd6
60,sadness,calming,ASD,asd6
1,gratitude,calming,ASD,asd7
2,love,gratitude,ASD,asd7
3,attention,attention,ASD,asd7
4,sadness,sadness,ASD,asd7
5,calming,love,ASD,asd7
6,happiness,attention,ASD,asd7
7,attention,attention,ASD,asd7
8,love,happiness,ASD,asd7
9,happiness,attention,ASD,asd7
10,gratitude,calming,ASD,asd7
11,calming,gratitude,ASD,asd7
12,sadness,sadness,ASD,asd7
13,sadness,gratitude,ASD,asd7
14,love,attention,ASD,asd7
15,happiness,attention,ASD,asd7
16,attention,attention,ASD,asd7
17,gratitude,happiness,ASD,asd7
18,calming,sadness,ASD,asd7
19,gratitude,attention,ASD,asd7
20,sadness,love,ASD,asd7
21,attention,gratitude,ASD,asd7
22,happiness,gratitude,ASD,asd7
23,calming,sadness,ASD,asd7
24,love,happiness,ASD,asd7
25,attention,happiness,ASD,asd7
26,gratitude,happiness,ASD,asd7
27,happiness,gratitude,ASD,asd7
28,love,happiness,ASD,asd7
29,sadness,love,ASD,asd7
30,calming,sadness,ASD,asd7
31,sadness,love,ASD,asd7
32,gratitude,gratitude,ASD,asd7
33,love,sadness,ASD,asd7
34,attention,attention,ASD,asd7
35,calming,sadness,ASD,asd7
36,happiness,gratitude,ASD,asd7
37,happiness,gratitude,ASD,asd7
38,attention,attention,ASD,asd7
39,love,happiness,ASD,asd7
40,sadness,love,ASD,asd7
41,calming,gratitude,ASD,asd7
42,gratitude,attention,ASD,asd7
43,happiness,gratitude,ASD,asd7
44,love,sadness,ASD,asd7
45,calming,sadness,ASD,asd7
46,sadness,gratitude,ASD,asd7
47,gratitude,attention,ASD,asd7
48,attention,attention,ASD,asd7
49,happiness,gratitude,ASD,asd7
50,gratitude,attention,ASD,asd7
51,calming,sadness,ASD,asd7
52,sadness,love,ASD,asd7
53,attention,attention,ASD,asd7
54,love,sadness,ASD,asd7
55,calming,gratitude,ASD,asd7
56,happiness,attention,ASD,asd7
57,love,sadness,ASD,asd7
58,gratitude,attention,ASD,asd7
59,attention,attention,ASD,asd7
60,sadness,gratitude,ASD,asd7
1,sadness,sadness,ASD,asd8
2,calming,love,ASD,asd8
3,attention,attention,ASD,asd8
4,gratitude,attention,ASD,asd8
5,love,love,ASD,asd8
6,happiness,happiness,ASD,asd8
7,calming,sadness,ASD,asd8
8,happiness,attention,ASD,asd8
9,love,love,ASD,asd8
10,gratitude,attention,ASD,asd8
11,sadness,sadness,ASD,asd8
12,attention,attention,ASD,asd8
13,love,love,ASD,asd8
14,sadness,sadness,ASD,asd8
15,calming,love,ASD,asd8
16,happiness,attention,ASD,asd8
17,gratitude,attention,ASD,asd8
18,attention,attention,ASD,asd8
19,gratitude,attention,ASD,asd8
20,sadness,sadness,ASD,asd8
21,love,love,ASD,asd8
22,happiness,attention,ASD,asd8
23,attention,attention,ASD,asd8
24,calming,sadness,ASD,asd8
25,happiness,attention,ASD,asd8
26,love,love,ASD,asd8
27,sadness,sadness,ASD,asd8
28,attention,attention,ASD,asd8
29,gratitude,attention,ASD,asd8
30,calming,love,ASD,asd8
31,sadness,sadness,ASD,asd8
32,happiness,attention,ASD,asd8
33,love,love,ASD,asd8
34,attention,attention,ASD,asd8
35,calming,sadness,ASD,asd8
36,gratitude,love,ASD,asd8
37,gratitude,attention,ASD,asd8
38,attention,attention,ASD,asd8
39,love,love,ASD,asd8
40,happiness,attention,ASD,asd8
41,sadness,sadness,ASD,asd8
42,calming,love,ASD,asd8
43,calming,love,ASD,asd8
44,sadness,sadness,ASD,asd8
45,happiness,attention,ASD,asd8
46,gratitude,attention,ASD,asd8
47,love,love,ASD,asd8
48,attention,attention,ASD,asd8
49,attention,attention,ASD,asd8
50,happiness,attention,ASD,asd8
51,sadness,sadness,ASD,asd8
52,gratitude,attention,ASD,asd8
53,love,love,ASD,asd8
54,calming,love,ASD,asd8
55,love,love,ASD,asd8
56,attention,attention,ASD,asd8
57,calming,love,ASD,asd8
58,sadness,sadness,ASD,asd8
59,happiness,attention,ASD,asd8
60,gratitude,attention,ASD,asd8
1,gratitude,other,ASD,asd9
2,happiness,attention,ASD,asd9
3,sadness,calming,ASD,asd9
4,attention,attention,ASD,asd9
5,calming,calming,ASD,asd9
6,love,other,ASD,asd9
7,love,other,ASD,asd9
8,calming,calming,ASD,asd9
9,gratitude,other,ASD,asd9
10,sadness,calming,ASD,asd9
11,happiness,other,ASD,asd9
12,attention,attention,ASD,asd9
13,love,other,ASD,asd9
14,attention,attention,ASD,asd9
15,gratitude,other,ASD,asd9
16,sadness,calming,ASD,asd9
17,calming,calming,ASD,asd9
18,happiness,attention,ASD,asd9
19,calming,calming,ASD,asd9
20,attention,attention,ASD,asd9
21,love,other,ASD,asd9
22,gratitude,other,ASD,asd9
23,happiness,attention,ASD,asd9
24,sadness,calming,ASD,asd9
25,calming,calming,ASD,asd9
26,sadness,calming,ASD,asd9
27,attention,attention,ASD,asd9
28,gratitude,other,ASD,asd9
29,happiness,other,ASD,asd9
30,love,other,ASD,asd9
31,attention,attention,ASD,asd9
32,love,other,ASD,asd9
33,gratitude,other,ASD,asd9
34,happiness,other,ASD,asd9
35,calming,calming,ASD,asd9
36,sadness,calming,ASD,asd9
37,happiness,attention,ASD,asd9
38,attention,attention,ASD,asd9
39,calming,calming,ASD,asd9
40,gratitude,other,ASD,asd9
41,sadness,calming,ASD,asd9
42,love,other,ASD,asd9
43,calming,calming,ASD,asd9
44,sadness,calming,ASD,asd9
45,happiness,attention,ASD,asd9
46,love,other,ASD,asd9
47,gratitude,other,ASD,asd9
48,attention,attention,ASD,asd9
49,gratitude,other,ASD,asd9
50,sadness,calming,ASD,asd9
51,happiness,attention,ASD,asd9
52,love,other,ASD,asd9
53,attention,attention,ASD,asd9
54,calming,calming,ASD,asd9
55,calming,calming,ASD,asd9
56,attention,attention,ASD,asd9
57,sadness,calming,ASD,asd9
58,gratitude,other,ASD,asd9
59,happiness,attention,ASD,asd9
60,love,other,ASD,asd9
1,happiness,attention,ASD,asd13
2,attention,gratitude,ASD,asd13
3,sadness,love,ASD,asd13
4,love,calming,ASD,asd13
5,calming,calming,ASD,asd13
6,gratitude,gratitude,ASD,asd13
7,happiness,attention,ASD,asd13
8,love,calming,ASD,asd13
9,gratitude,love,ASD,asd13
10,calming,happiness,ASD,asd13
11,sadness,other,ASD,asd13
12,attention,attention,ASD,asd13
13,calming,calming,ASD,asd13
14,love,calming,ASD,asd13
15,gratitude,sadness,ASD,asd13
16,sadness,love,ASD,asd13
17,happiness,attention,ASD,asd13
18,attention,attention,ASD,asd13
19,gratitude,sadness,ASD,asd13
20,happiness,attention,ASD,asd13
21,love,calming,ASD,asd13
22,calming,calming,ASD,asd13
23,sadness,love,ASD,asd13
24,attention,attention,ASD,asd13
25,gratitude,sadness,ASD,asd13
26,happiness,attention,ASD,asd13
27,sadness,love,ASD,asd13
28,attention,attention,ASD,asd13
29,calming,calming,ASD,asd13
30,love,other,ASD,asd13
31,happiness,attention,ASD,asd13
32,gratitude,happiness,ASD,asd13
33,sadness,gratitude,ASD,asd13
34,attention,attention,ASD,asd13
35,calming,calming,ASD,asd13
36,love,other,ASD,asd13
37,happiness,attention,ASD,asd13
1,sadness,gratitude,ASD,asd13
2,gratitude,gratitude,ASD,asd13
3,attention,attention,ASD,asd13
4,calming,calming,ASD,asd13
5,love,calming,ASD,asd13
6,happiness,attention,ASD,asd13
7,happiness,attention,ASD,asd13
8,attention,attention,ASD,asd13
9,sadness,love,ASD,asd13
10,calming,calming,ASD,asd13
11,love,other,ASD,asd13
12,gratitude,love,ASD,asd13
13,calming,calming,ASD,asd13
14,attention,attention,ASD,asd13
15,love,other,ASD,asd13
16,gratitude,happiness,ASD,asd13
17,happiness,attention,ASD,asd13
18,sadness,love,ASD,asd13
19,calming,calming,ASD,asd13
20,sadness,happiness,ASD,asd13
21,gratitude,sadness,ASD,asd13
22,attention,attention,ASD,asd13
23,love,calming,ASD,asd13
