trial,cued,response,group,PID
24,happiness,attention,ASD,asd13
1,sadness,calming,ASD,asd14
2,happiness,attention,ASD,asd14
3,gratitude,gratitude,ASD,asd14
4,love,love,ASD,asd14
5,calming,sadness,ASD,asd14
6,attention,attention,ASD,asd14
7,attention,attention,ASD,asd14
8,sadness,gratitude,ASD,asd14
9,gratitude,happiness,ASD,asd14
10,calming,calming,ASD,asd14
11,happiness,attention,ASD,asd14
12,love,sadness,ASD,asd14
13,sadness,other,ASD,asd14
14,love,calming,ASD,asd14
15,gratitude,gratitude,ASD,asd14
16,happiness,happiness,ASD,asd14
17,calming,sadness,ASD,asd14
18,attention,attention,ASD,asd14
19,sadness,gratitude,ASD,asd14
20,attention,attention,ASD,asd14
21,gratitude,love,ASD,asd14
22,love,sadness,ASD,asd14
23,happiness,happiness,ASD,asd14
24,calming,calming,ASD,asd14
25,love,other,ASD,asd14
26,calming,happiness,ASD,asd14
27,happiness,attention,ASD,asd14
28,sadness,gratitude,ASD,asd14
29,attention,attention,ASD,asd14
30,gratitude,sadness,ASD,asd14
31,sadness,calming,ASD,asd14
32,calming,calming,ASD,asd14
33,attention,attention,ASD,asd14
34,happiness,happiness,ASD,asd14
35,love,calming,ASD,asd14
36,gratitude,gratitude,ASD,asd14
37,sadness,attention,ASD,asd14
38,attention,attention,ASD,asd14
39,happiness,happiness,ASD,asd14
40,gratitude,gratitude,ASD,asd14
41,calming,love,ASD,asd14
42,love,calming,ASD,asd14
43,sadness,other,ASD,asd14
44,happiness,happiness,ASD,asd14
45,calming,calming,ASD,asd14
46,love,calming,ASD,asd14
47,gratitude,gratitude,ASD,asd14
48,attention,attention,ASD,asd14
49,calming,love,ASD,asd14
50,love,calming,ASD,asd14
51,gratitude,gratitude,ASD,asd14
52,happiness,happiness,ASD,asd14
53,attention,attention,ASD,asd14
54,sadness,sadness,ASD,asd14
55,gratitude,gratitude,ASD,asd14
56,love,love,ASD,asd14
57,happiness,happiness,ASD,asd14
58,sadness,attention,ASD,asd14
59,calming,calming,ASD,asd14
60,attention,attention,ASD,asd14
1,love,love,ASD,asd15
2,calming,calming,ASD,asd15
3,sadness,sadness,ASD,asd15
4,happiness,attention,ASD,asd15
5,gratitude,happiness,ASD,asd15
6,attention,attention,ASD,asd15
7,sadness,gratitude,ASD,asd15
8,attention,attention,ASD,asd15
9,happiness,other,ASD,asd15
10,love,love,ASD,asd15
11,calming,sadness,ASD,asd15
12,gratitude,gratitude,ASD,asd15
13,love,love,ASD,asd15
14,gratitude,sadness,ASD,asd15
15,calming,other,ASD,asd15
16,happiness,happiness,ASD,asd15
17,sadness,other,ASD,asd15
18,attention,attention,ASD,asd15
19,happiness,happiness,ASD,asd15
20,calming,other,ASD,asd15
21,gratitude,calming,ASD,asd15
22,love,sadness,ASD,asd15
23,sadness,gratitude,ASD,asd15
24,attention,attention,ASD,asd15
25,gratitude,other,ASD,asd15
26,calming,happiness,ASD,asd15
27,sadness,other,ASD,asd15
28,attention,attention,ASD,asd15
29,happiness,happiness,ASD,asd15
30,love,sadness,ASD,asd15
31,sadness,calming,ASD,asd15
32,happiness,happiness,ASD,asd15
33,calming,gratitude,ASD,asd15
34,attention,attention,ASD,asd15
35,gratitude,other,ASD,asd15
36,love,love,ASD,asd15
37,sadness,other,ASD,asd15
38,happiness,other,ASD,asd15
39,calming,calming,ASD,asd15
40,attention,attention,ASD,asd15
41,love,sadness,ASD,asd15
42,gratitude,gratitude,ASD,asd15
43,calming,sadness,ASD,asd15
44,attention,attention,ASD,asd15
45,sadness,happiness,ASD,asd15
46,gratitude,other,ASD,asd15
47,happiness,other,ASD,asd15
48,love,love,ASD,asd15
49,gratitude,other,ASD,asd15
50,love,love,ASD,asd15
51,calming,calming,ASD,asd15
52,happiness,other,ASD,asd15
53,attention,attention,ASD,asd15
54,sadness,gratitude,ASD,asd15
55,happiness,other,ASD,asd15
56,attention,attention,ASD,asd15
57,gratitude,other,ASD,asd15
58,love,love,ASD,asd15
59,sadness,other,ASD,asd15
60,calming,love,ASD,asd15
1,happiness,happiness,ASD,asd16
2,love,love,ASD,asd16
3,calming,love,ASD,asd16
4,attention,attention,ASD,asd16
5,sadness,sadness,ASD,asd16
6,gratitude,gratitude,ASD,asd16
7,attention,attention,ASD,asd16
8,happiness,happiness,ASD,asd16
9,love,other,ASD,asd16
10,gratitude,calming,ASD,asd16
11,sadness,calming,ASD,asd16
12,calming,other,ASD,asd16
13,happiness,other,ASD,asd16
14,attention,attention,ASD,asd16
15,calming,sadness,ASD,asd16
16,gratitude,calming,ASD,asd16
17,sadness,love,ASD,asd16
18,love,other,ASD,asd16
19,gratitude,happiness,ASD,asd16
20,sadness,sadness,ASD,asd16
21,happiness,other,ASD,asd16
22,attention,attention,ASD,asd16
23,calming,other,ASD,asd16
24,love,love,ASD,asd16
25,attention,attention,ASD,asd16
26,gratitude,sadness,ASD,asd16
27,love,love,ASD,asd16
28,sadness,gratitude,ASD,asd16
29,happiness,happiness,ASD,asd16
30,calming,calming,ASD,asd16
31,happiness,attention,ASD,asd16
32,gratitude,gratitude,ASD,asd16
33,sadness,other,ASD,asd16
34,attention,attention,ASD,asd16
35,love,love,ASD,asd16
36,calming,calming,ASD,asd16
37,happiness,attention,ASD,asd16
38,gratitude,love,ASD,asd16
39,calming,calming,ASD,asd16
40,sadness,gratitude,ASD,asd16
41,love,love,ASD,asd16
42,attention,attention,ASD,asd16
43,happiness,other,ASD,asd16
44,love,sadness,ASD,asd16
45,gratitude,gratitude,ASD,asd16
46,sadness,sadness,ASD,asd16
47,calming,calming,ASD,asd16
48,attention,attention,ASD,asd16
49,happiness,happiness,ASD,asd16
50,love,love,ASD,asd16
51,gratitude,gratitude,ASD,asd16
52,sadness,happiness,ASD,asd16
53,calming,calming,ASD,asd16
54,attention,attention,ASD,asd16
55,attention,attention,ASD,asd16
56,calming,calming,ASD,asd16
57,sadness,sadness,ASD,asd16
58,gratitude,sadness,ASD,asd16
59,love,other,ASD,asd16
60,happiness,other,ASD,asd16
1,love,calming,ASD,asd20a
2,sadness,attention,ASD,asd20a
3,attention,attention,ASD,asd20a
4,gratitude,happiness,ASD,asd20a
5,happiness,attention,ASD,asd20a
6,calming,gratitude,ASD,asd20a
7,love,calming,ASD,asd20a
8,gratitude,happiness,ASD,asd20a
9,calming,gratitude,ASD,asd20a
10,sadness,gratitude,ASD,asd20a
11,happiness,attention,ASD,asd20a
12,attention,attention,ASD,asd20a
13,calming,calming,ASD,asd20a
14,attention,attention,ASD,asd20a
15,gratitude,happiness,ASD,asd20a
16,love,calming,ASD,asd20a
17,sadness,sadness,ASD,asd20a
18,happiness,attention,ASD,asd20a
19,sadness,gratitude,ASD,asd20a
20,happiness,attention,ASD,asd20a
21,gratitude,happiness,ASD,asd20a
22,calming,calming,ASD,asd20a
23,attention,attention,ASD,asd20a
24,love,love,ASD,asd20a
25,sadness,calming,ASD,asd20a
26,love,calming,ASD,asd20a
27,calming,gratitude,ASD,asd20a
28,attention,attention,ASD,asd20a
29,happiness,attention,ASD,asd20a
30,gratitude,happiness,ASD,asd20a
31,love,love,ASD,asd20a
32,gratitude,happiness,ASD,asd20a
33,calming,calming,ASD,asd20a
34,sadness,sadness,ASD,asd20a
35,happiness,attention,ASD,asd20a
36,attention,attention,ASD,asd20a
37,love,love,ASD,asd20a
38,sadness,gratitude,ASD,asd20a
39,calming,calming,ASD,asd20a
40,gratitude,happiness,ASD,asd20a
41,happiness,attention,ASD,asd20a
42,attention,attention,ASD,asd20a
43,gratitude,happiness,ASD,asd20a
44,love,love,ASD,asd20a
45,happiness,attention,ASD,asd20a
46,calming,calming,ASD,asd20a
47,sadness,sadness,ASD,asd20a
48,attention,attention,ASD,asd20a
49,love,love,ASD,asd20a
50,happiness,attention,ASD,asd20a
51,calming,calming,ASD,asd20a
52,gratitude,happiness,ASD,asd20a
53,attention,attention,ASD,asd20a
54,sadness,gratitude,ASD,asd20a
55,attention,attention,ASD,asd20a
56,sadness,gratitude,ASD,asd20a
57,love,love,ASD,asd20a
58,happiness,attention,ASD,asd20a
59,gratitude,happiness,ASD,asd20a
60,calming,calming,ASD,asd20a
1,happiness,attention,ASD,asd21
2,calming,calming,ASD,asd21
3,attention,attention,ASD,asd21
4,sadness,love,ASD,asd21
5,gratitude,sadness,ASD,asd21
6,love,calming,ASD,asd21
7,gratitude,calming,ASD,asd21
8,attention,attention,ASD,asd21
9,calming,calming,ASD,asd21
10,sadness,calming,ASD,asd21
11,love,love,ASD,asd21
12,happiness,happiness,ASD,asd21
13,calming,calming,ASD,asd21
14,gratitude,calming,ASD,asd21
15,happiness,happiness,ASD,asd21
16,love,love,ASD,asd21
17,sadness,calming,ASD,asd21
18,attention,attention,ASD,asd21
19,love,love,ASD,asd21
20,gratitude,attention,ASD,asd21
21,happiness,happiness,ASD,asd21
22,attention,attention,ASD,asd21
23,calming,calming,ASD,asd21
24,sadness,love,ASD,asd21
25,calming,love,ASD,asd21
26,love,love,ASD,asd21
27,gratitude,attention,ASD,asd21
28,sadness,calming,ASD,asd21
29,attention,attention,ASD,asd21
30,happiness,happiness,ASD,asd21
31,love,love,ASD,asd21
32,gratitude,attention,ASD,asd21
33,attention,attention,ASD,asd21
34,happiness,love,ASD,asd21
35,sadness,calming,ASD,asd21
36,calming,calming,ASD,asd21
37,gratitude,attention,ASD,asd21
38,love,calming,ASD,asd21
39,happiness,happiness,ASD,asd21
40,sadness,calming,ASD,asd21
41,calming,calming,ASD,asd21
42,attention,attention,ASD,asd21
43,happiness,love,ASD,asd21
44,gratitude,attention,ASD,asd21
45,attention,attention,ASD,asd21
46,love,calming,ASD,asd21
47,sadness,calming,ASD,asd21
48,calming,calming,ASD,asd21
49,gratitude,attention,ASD,asd21
50,happiness,love,ASD,asd21
51,attention,attention,ASD,asd21
52,calming,calming,ASD,asd21
53,sadness,calming,ASD,asd21
54,love,love,ASD,asd21
55,love,love,ASD,asd21
56,happiness,love,ASD,asd21
57,attention,attention,ASD,asd21
58,calming,calming,ASD,asd21
59,sadness,calming,ASD,asd21
60,gratitude,attention,ASD,asd21
1,calming,calming,ASD,asd22
2,love,love,ASD,asd22
3,attention,attention,ASD,asd22
4,happiness,other,ASD,asd22
5,sadness,calming,ASD,asd22
6,gratitude,gratitude,ASD,asd22
7,sadness,love,ASD,asd22
8,attention,attention,ASD,asd22
9,gratitude,happiness,ASD,asd22
10,calming,love,ASD,asd22
11,love,sadness,ASD,asd22
12,happiness,attention,ASD,asd22
13,happiness,sadness,ASD,asd22
14,sadness,gratitude,ASD,asd22
15,love,sadness,ASD,asd22
16,gratitude,love,ASD,asd22
17,calming,calming,ASD,asd22
18,attention,attention,ASD,asd22
19,happiness,other,ASD,asd22
20,calming,calming,ASD,asd22
21,gratitude,gratitude,ASD,asd22
22,sadness,gratitude,ASD,asd22
23,love,calming,ASD,asd22
24,attention,attention,ASD,asd22
25,love,calming,ASD,asd22
26,sadness,sadness,ASD,asd22
27,gratitude,attention,ASD,asd22
28,happiness,happiness,ASD,asd22
29,calming,gratitude,ASD,asd22
30,attention,attention,ASD,asd22
31,gratitude,gratitude,ASD,asd22
32,sadness,sadness,ASD,asd22
33,happiness,other,ASD,asd22
34,love,love,ASD,asd22
35,calming,gratitude,ASD,asd22
36,attention,attention,ASD,asd22
37,happiness,attention,ASD,asd22
38,gratitude,gratitude,ASD,asd22
39,sadness,calming,ASD,asd22
40,love,sadness,ASD,asd22
41,attention,attention,ASD,asd22
42,calming,calming,ASD,asd22
43,love,calming,ASD,asd22
44,happiness,attention,ASD,asd22
45,attention,attention,ASD,asd22
46,calming,happiness,ASD,asd22
47,gratitude,gratitude,ASD,asd22
48,sadness,love,ASD,asd22
49,love,gratitude,ASD,asd22
50,attention,attention,ASD,asd22
51,sadness,calming,ASD,asd22
52,gratitude,attention,ASD,asd22
53,calming,calming,ASD,asd22
54,happiness,attention,ASD,asd22
55,happiness,attention,ASD,asd22
56,gratitude,gratitude,ASD,asd22
57,sadness,love,ASD,asd22
58,love,love,ASD,asd22
59,calming,calming,ASD,asd22
60,attention,sadness,ASD,asd22
1,love,love,Control,sub1
2,attention,attention,Control,sub1
3,calming,calming,Control,sub1
4,sadness,gratitude,Control,sub1
5,happiness,happiness,Control,sub1
6,gratitude,sadness,Control,sub1
7,attention,attention,Control,sub1
8,happiness,other,Control,sub1
9,sadness,love,Control,sub1
10,love,love,Control,sub1
11,gratitude,calming,Control,sub1
12,calming,calming,Control,sub1
13,attention,attention,Control,sub1
14,sadness,love,Control,sub1
15,love,calming,Control,sub1
16,gratitude,calming,Control,sub1
17,calming,calming,Control,sub1
18,happiness,happiness,Control,sub1
19,gratitude,gratitude,Control,sub1
20,attention,attention,Control,sub1
21,calming,calming,Control,sub1
22,love,love,Control,sub1
23,sadness,gratitude,Control,sub1
24,happiness,happiness,Control,sub1
25,calming,sadness,Control,sub1
26,attention,attention,Control,sub1
27,love,love,Control,sub1
28,sadness,gratitude,Control,sub1
29,gratitude,sadness,Control,sub1
30,happiness,happiness,Control,sub1
31,sadness,gratitude,Control,sub1
32,gratitude,sadness,Control,sub1
33,love,love,Control,sub1
34,happiness,gratitude,Control,sub1
35,attention,attention,Control,sub1
36,calming,calming,Control,sub1
37,gratitude,sadness,Control,sub1
38,love,love,Control,sub1
39,calming,calming,Control,sub1
40,happiness,happiness,Control,sub1
41,sadness,gratitude,Control,sub1
42,attention,attention,Control,sub1
43,sadness,gratitude,Control,sub1
44,calming,calming,Control,sub1
45,attention,attention,Control,sub1
46,happiness,happiness,Control,sub1
47,gratitude,sadness,Control,sub1
48,love,love,Control,sub1
49,sadness,gratitude,Control,sub1
50,calming,calming,Control,sub1
51,gratitude,sadness,Control,sub1
52,happiness,love,Control,sub1
53,love,love,Control,sub1
54,attention,attention,Control,sub1
55,love,love,Control,sub1
56,happiness,calming,Control,sub1
57,gratitude,sadness,Control,sub1
58,calming,calming,Control,sub1
59,attention,attention,Control,sub1
60,sadness,gratitude,Control,sub1
1,attention,attention,Control,sub10
2,love,love,Control,sub10
3,gratitude,attention,Control,sub10
4,sadness,calming,Control,sub10
5,calming,calming,Control,sub10
6,happiness,happiness,Control,sub10
7,love,love,Control,sub10
8,gratitude,attention,Control,sub10
9,sadness,calming,Control,sub10
10,happiness,attention,Control,sub10
11,attention,attention,Control,sub10
12,calming,love,Control,sub10
13,gratitude,happiness,Control,sub10
14,love,love,Control,sub10
15,sadness,calming,Control,sub10
16,calming,calming,Control,sub10
17,attention,attention,Control,sub10
18,happiness,happiness,Control,sub10
19,sadness,calming,Control,sub10
20,love,love,Control,sub10
21,happiness,happiness,Control,sub10
22,calming,calming,Control,sub10
23,gratitude,attention,Control,sub10
24,attention,attention,Control,sub10
25,sadness,calming,Control,sub10
26,calming,love,Control,sub10
27,happiness,happiness,Control,sub10
28,gratitude,attention,Control,sub10
29,attention,attention,Control,sub10
30,love,love,Control,sub10
31,attention,attention,Control,sub10
32,gratitude,attention,Control,sub10
33,calming,calming,Control,sub10
34,love,love,Control,sub10
35,happiness,happiness,Control,sub10
36,sadness,calming,Control,sub10
37,attention,attention,Control,sub10
38,happiness,happiness,Control,sub10
39,love,love,Control,sub10
40,calming,calming,Control,sub10
41,gratitude,attention,Control,sub10
42,sadness,calming,Control,sub10
43,gratitude,attention,Control,sub10
44,happiness,happiness,Control,sub10
45,love,love,Control,sub10
46,calming,calming,Control,sub10
47,sadness,calming,Control,sub10
48,attention,attention,Control,sub10
49,gratitude,attention,Control,sub10
50,attention,attention,Control,sub10
51,calming,calming,Control,sub10
52,sadness,calming,Control,sub10
53,love,love,Control,sub10
54,happiness,attention,Control,sub10
55,love,love,Control,sub10
56,calming,calming,Control,sub10
57,happiness,attention,Control,sub10
58,attention,attention,Control,sub10
59,gratitude,attention,Control,sub10
60,sadness,calming,Control,sub10
1,gratitude,attention,Control,sub11
2,attention,attention,Control,sub11
3,love,calming,Control,sub11
4,sadness,sadness,Control,sub11
5,happiness,happiness,Control,sub11
6,calming,love,Control,sub11
7,attention,attention,Control,sub11
8,calming,calming,Control,sub11
9,sadness,gratitude,Control,sub11
10,love,love,Control,sub11
11,gratitude,attention,Control,sub11
12,happiness,happiness,Control,sub11
13,sadness,calming,Control,sub11
14,gratitude,gratitude,Control,sub11
15,attention,attention,Control,sub11
16,calming,gratitude,Control,sub11
17,love,love,Control,sub11
18,happiness,happiness,Control,sub11
19,sadness,sadness,Control,sub11
20,happiness,attention,Control,sub11
21,calming,calming,Control,sub11
22,attention,attention,Control,sub11
23,gratitude,gratitude,Control,sub11
24,love,love,Control,sub11
25,love,love,Control,sub11
26,happiness,happiness,Control,sub11
27,gratitude,gratitude,Control,sub11
28,calming,sadness,Control,sub11
29,attention,attention,Control,sub11
30,sadness,calming,Control,sub11
31,sadness,sadness,Control,sub11
32,happiness,happiness,Control,sub11
33,attention,attention,Control,sub11
34,calming,gratitude,Control,sub11
35,love,love,Control,sub11
36,gratitude,sadness,Control,sub11
37,attention,attention,Control,sub11
38,happiness,happiness,Control,sub11
39,love,calming,Control,sub11
40,sadness,sadness,Control,sub11
41,calming,calming,Control,sub11
42,gratitude,sadness,Control,sub11
43,attention,attention,Control,sub11
44,calming,calming,Control,sub11
45,love,calming,Control,sub11
46,gratitude,sadness,Control,sub11
47,happiness,happiness,Control,sub11
48,sadness,love,Control,sub11
49,attention,attention,Control,sub11
50,sadness,gratitude,Control,sub11
51,gratitude,calming,Control,sub11
52,calming,calming,Control,sub11
53,love,love,Control,sub11
54,happiness,attention,Control,sub11
55,sadness,other,Control,sub11
56,calming,calming,Control,sub11
57,love,love,Control,sub11
58,attention,attention,Control,sub11
59,happiness,happiness,Control,sub11
60,gratitude,sadness,Control,sub11
1,attention,attention,Control,sub12
2,sadness,calming,Control,sub12
3,gratitude,calming,Control,sub12
4,calming,gratitude,Control,sub12
5,love,love,Control,sub12
6,happiness,happiness,Control,sub12
7,sadness,calming,Control,sub12
8,happiness,happiness,Control,sub12
9,attention,attention,Control,sub12
10,love,love,Control,sub12
11,calming,sadness,Control,sub12
12,gratitude,calming,Control,sub12
13,gratitude,gratitude,Control,sub12
14,love,love,Control,sub12
15,attention,attention,Control,sub12
16,calming,sadness,Control,sub12
17,happiness,happiness,Control,sub12
18,sadness,sadness,Control,sub12
19,gratitude,calming,Control,sub12
20,love,love,Control,sub12
21,calming,sadness,Control,sub12
22,happiness,happiness,Control,sub12
23,sadness,sadness,Control,sub12
24,attention,attention,Control,sub12
25,gratitude,calming,Control,sub12
26,love,love,Control,sub12
27,calming,calming,Control,sub12
28,attention,attention,Control,sub12
29,sadness,calming,Control,sub12
30,happiness,happiness,Control,sub12
31,sadness,calming,Control,sub12
32,happiness,happiness,Control,sub12
33,attention,attention,Control,sub12
34,love,love,Control,sub12
35,calming,sadness,Control,sub12
36,gratitude,gratitude,Control,sub12
37,calming,sadness,Control,sub12
38,gratitude,gratitude,Control,sub12
39,attention,attention,Control,sub12
40,love,love,Control,sub12
41,happiness,happiness,Control,sub12
42,sadness,calming,Control,sub12
43,calming,sadness,Control,sub12
44,happiness,happiness,Control,sub12
45,attention,attention,Control,sub12
46,love,love,Control,sub12
47,sadness,calming,Control,sub12
48,gratitude,gratitude,Control,sub12
49,sadness,calming,Control,sub12
50,gratitude,gratitude,Control,sub12
51,calming,calming,Control,sub12
52,love,love,Control,sub12
53,happiness,happiness,Control,sub12
54,attention,attention,Control,sub12
55,sadness,sadness,Control,sub12
56,attention,attention,Control,sub12
57,calming,calming,Control,sub12
58,gratitude,gratitude,Control,sub12
59,love,love,Control,sub12
60,happiness,happiness,Control,sub12
1,gratitude,attention,Control,sub13
2,calming,gratitude,Control,sub13
3,love,happiness,Control,sub13
4,sadness,calming,Control,sub13
5,attention,attention,Control,sub13
6,happiness,other,Control,sub13
7,attention,attention,Control,sub13
8,calming,love,Control,sub13
9,gratitude,happiness,Control,sub13
10,sadness,calming,Control,sub13
11,love,other,Control,sub13
12,happiness,other,Control,sub13
13,gratitude,other,Control,sub13
14,calming,calming,Control,sub13
15,happiness,other,Control,sub13
16,love,other,Control,sub13
17,attention,attention,Control,sub13
18,sadness,calming,Control,sub13
19,gratitude,gratitude,Control,sub13
20,sadness,calming,Control,sub13
21,calming,love,Control,sub13
22,happiness,happiness,Control,sub13
23,love,other,Control,sub13
24,attention,attention,Control,sub13
25,calming,calming,Control,sub13
26,attention,attention,Control,sub13
27,love,calming,Control,sub13
28,sadness,gratitude,Control,sub13
29,gratitude,other,Control,sub13
30,happiness,other,Control,sub13
31,gratitude,other,Control,sub13
32,happiness,happiness,Control,sub13
33,attention,attention,Control,sub13
34,love,calming,Control,sub13
35,calming,calming,Control,sub13
36,sadness,gratitude,Control,sub13
37,happiness,other,Control,sub13
38,calming,sadness,Control,sub13
39,gratitude,other,Control,sub13
40,sadness,love,Control,sub13
41,love,calming,Control,sub13
42,attention,attention,Control,sub13
43,love,other,Control,sub13
44,gratitude,other,Control,sub13
45,attention,attention,Control,sub13
46,happiness,happiness,Control,sub13
47,calming,calming,Control,sub13
48,sadness,gratitude,Control,sub13
49,calming,calming,Control,sub13
50,happiness,other,Control,sub13
51,love,other,Control,sub13
52,sadness,sadness,Control,sub13
53,attention,attention,Control,sub13
54,gratitude,other,Control,sub13
55,happiness,happiness,Control,sub13
56,attention,attention,Control,sub13
57,sadness,calming,Control,sub13
58,love,other,Control,sub13
59,calming,calming,Control,sub13
60,gratitude,other,Control,sub13
1,attention,attention,Control,sub14
2,love,calming,Control,sub14
3,calming,calming,Control,sub14
4,happiness,happiness,Control,sub14
5,gratitude,other,Control,sub14
6,sadness,sadness,Control,sub14
7,attention,attention,Control,sub14
8,gratitude,other,Control,sub14
9,love,love,Control,sub14
10,happiness,happiness,Control,sub14
11,sadness,gratitude,Control,sub14
12,calming,calming,Control,sub14
13,attention,attention,Control,sub14
14,sadness,gratitude,Control,sub14
15,happiness,happiness,Control,sub14
16,calming,sadness,Control,sub14
17,love,love,Control,sub14
18,gratitude,other,Control,sub14
19,sadness,gratitude,Control,sub14
20,gratitude,sadness,Control,sub14
21,attention,attention,Control,sub14
22,love,calming,Control,sub14
23,calming,love,Control,sub14
24,happiness,happiness,Control,sub14
25,attention,happiness,Control,sub14
26,calming,calming,Control,sub14
27,gratitude,love,Control,sub14
28,love,calming,Control,sub14
29,happiness,love,Control,sub14
30,sadness,sadness,Control,sub14
31,happiness,love,Control,sub14
32,love,love,Control,sub14
33,calming,love,Control,sub14
34,gratitude,sadness,Control,sub14
35,sadness,calming,Control,sub14
36,attention,attention,Control,sub14
37,happiness,happiness,Control,sub14
38,gratitude,other,Control,sub14
39,sadness,sadness,Control,sub14
40,calming,calming,Control,sub14
41,attention,attention,Control,sub14
42,love,calming,Control,sub14
43,love,love,Control,sub14
44,sadness,gratitude,Control,sub14
45,calming,sadness,Control,sub14
46,gratitude,other,Control,sub14
47,attention,attention,Control,sub14
48,happiness,happiness,Control,sub14
49,sadness,calming,Control,sub14
50,love,calming,Control,sub14
51,calming,sadness,Control,sub14
52,gratitude,other,Control,sub14
53,happiness,happiness,Control,sub14
54,attention,attention,Control,sub14
55,love,sadness,Control,sub14
56,attention,happiness,Control,sub14
57,sadness,gratitude,Control,sub14
58,gratitude,love,Control,sub14
59,happiness,happiness,Control,sub14
60,calming,calming,Control,sub14
1,gratitude,attention,Control,sub16
2,sadness,calming,Control,sub16
3,calming,calming,Control,sub16
4,attention,attention,Control,sub16
5,happiness,happiness,Control,sub16
6,love,love,Control,sub16
7,attention,attention,Control,sub16
8,happiness,happiness,Control,sub16
9,calming,calming,Control,sub16
10,love,love,Control,sub16
11,sadness,sadness,Control,sub16
12,gratitude,gratitude,Control,sub16
13,attention,attention,Control,sub16
14,happiness,happiness,Control,sub16
15,sadness,gratitude,Control,sub16
16,love,love,Control,sub16
17,gratitude,other,Control,sub16
18,calming,calming,Control,sub16
19,happiness,happiness,Control,sub16
20,sadness,sadness,Control,sub16
21,attention,attention,Control,sub16
22,calming,calming,Control,sub16
23,gratitude,gratitude,Control,sub16
24,love,love,Control,sub16
25,love,love,Control,sub16
26,sadness,sadness,Control,sub16
27,gratitude,other,Control,sub16
28,calming,calming,Control,sub16
29,attention,attention,Control,sub16
30,happiness,happiness,Control,sub16
31,attention,attention,Control,sub16
32,happiness,happiness,Control,sub16
33,love,love,Control,sub16
34,gratitude,gratitude,Control,sub16
35,sadness,sadness,Control,sub16
36,calming,calming,Control,sub16
37,sadness,sadness,Control,sub16
38,happiness,happiness,Control,sub16
39,love,love,Control,sub16
40,attention,attention,Control,sub16
41,calming,calming,Control,sub16
42,gratitude,gratitude,Control,sub16
43,calming,calming,Control,sub16
44,love,love,Control,sub16
45,gratitude,gratitude,Control,sub16
46,attention,attention,Control,sub16
47,sadness,gratitude,Control,sub16
48,happiness,happiness,Control,sub16
49,calming,calming,Control,sub16
50,attention,attention,Control,sub16
51,sadness,gratitude,Control,sub16
52,gratitude,gratitude,Control,sub16
53,love,love,Control,sub16
54,happiness,happiness,Control,sub16
55,gratitude,other,Control,sub16
56,attention,attention,Control,sub16
57,happiness,happiness,Control,sub16
58,calming,calming,Control,sub16
59,sadness,gratitude,Control,sub16
60,love,love,Control,sub16
1,happiness,happiness,Control,sub17
2,love,other,Control,sub17
3,attention,attention,Control,sub17
4,sadness,calming,Control,sub17
5,gratitude,other,Control,sub17
6,calming,gratitude,Control,sub17
7,attention,attention,Control,sub17
8,sadness,calming,Control,sub17
9,happiness,happiness,Control,sub17
10,calming,calming,Control,sub17
11,love,love,Control,sub17
12,gratitude,other,Control,sub17
13,happiness,happiness,Control,sub17
14,attention,attention,Control,sub17
15,love,love,Control,sub17
16,gratitude,other,Control,sub17
17,sadness,calming,Control,sub17
18,calming,calming,Control,sub17
19,love,love,Control,sub17
20,attention,attention,Control,sub17
21,happiness,happiness,Control,sub17
22,sadness,calming,Control,sub17
23,calming,calming,Control,sub17
24,gratitude,other,Control,sub17
25,attention,attention,Control,sub17
26,happiness,happiness,Control,sub17
27,calming,calming,Control,sub17
28,gratitude,other,Control,sub17
29,love,love,Control,sub17
30,sadness,calming,Control,sub17
31,gratitude,other,Control,sub17
32,attention,attention,Control,sub17
33,sadness,calming,Control,sub17
34,happiness,happiness,Control,sub17
35,love,love,Control,sub17
36,calming,calming,Control,sub17
37,attention,attention,Control,sub17
38,gratitude,other,Control,sub17
39,sadness,calming,Control,sub17
40,calming,calming,Control,sub17
41,happiness,happiness,Control,sub17
42,love,love,Control,sub17
43,love,love,Control,sub17
44,attention,attention,Control,sub17
45,happiness,happiness,Control,sub17
46,gratitude,other,Control,sub17
47,sadness,calming,Control,sub17
48,calming,calming,Control,sub17
49,happiness,happiness,Control,sub17
50,gratitude,other,Control,sub17
51,love,love,Control,sub17
52,calming,calming,Control,sub17
53,sadness,calming,Control,sub17
54,attention,attention,Control,sub17
55,attention,attention,Control,sub17
56,happiness,happiness,Control,sub17
57,sadness,calming,Control,sub17
58,gratitude,other,Control,sub17
59,calming,calming,Control,sub17
60,love,love,Control,sub17
1,sadness,calming,Control,sub18
2,attention,attention,Control,sub18
3,gratitude,attention,Control,sub18
4,love,love,Control,sub18
5,happiness,other,Control,sub18
6,calming,sadness,Control,sub18
7,gratitude,attention,Control,sub18
8,happiness,other,Control,sub18
9,attention,attention,Control,sub18
10,love,happiness,Control,sub18
11,calming,calming,Control,sub18
12,sadness,calming,Control,sub18
13,love,calming,Control,sub18
14,happiness,other,Control,sub18
15,gratitude,attention,Control,sub18
16,sadness,calming,Control,sub18
17,attention,attention,Control,sub18
18,calming,calming,Control,sub18
19,calming,calming,Control,sub18
20,love,love,Control,sub18
21,gratitude,attention,Control,sub18
22,sadness,calming,Control,sub18
23,attention,attention,Control,sub18
24,happiness,happiness,Control,sub18
